EHAM,SKBO,05:21+02:00,21:42-05:00,0,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
EHAM,WMKK,03:03+02:00,20:49+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,SBBR,06:29+02:00,14:15-03:00,320|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,03:03+02:00,20:49+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,SBBR,12:08+02:00,20:54-03:00,300|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,03:03+02:00,00:06+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,03:03+02:00,00:06+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,SLLP,13:47+02:00,22:22-04:00,340|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,03:03+02:00,05:36+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,16:02+02:00,05:36+08:00,320
EHAM,WMKK,03:03+02:00,09:14+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:03+02:00,09:14+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:03+02:00,01:16+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,13:27+03:00,01:16+08:00,320
EHAM,WMKK,03:03+02:00,07:33+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,19:44+03:00,07:33+08:00,340
EHAM,WMKK,03:03+02:00,07:36+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LDZA,08:04+02:00,10:47+02:00,320|LDZA,WMKK,17:33+02:00,07:36+08:00,340
EHAM,WMKK,03:03+02:00,11:40+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LDZA,08:04+02:00,10:47+02:00,320|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,03:03+02:00,11:40+08:00,1,false|EHAM,LKPR,03:03+02:00,05:58+02:00,320|LKPR,LDZA,17:59+02:00,19:42+02:00,300|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,07:13+02:00,00:49+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,WMKK,21:31-05:00,00:49+08:00,300
EHAM,WMKK,07:13+02:00,19:05+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,SVMI,11:28+02:00,17:05-04:00,300|SVMI,WMKK,19:29-04:00,19:05+08:00,320
EHAM,WMKK,07:13+02:00,20:49+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,SBBR,12:08+02:00,20:54-03:00,300|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,07:13+02:00,00:06+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,07:13+02:00,00:06+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,SLLP,13:47+02:00,22:22-04:00,340|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,07:13+02:00,09:14+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,07:13+02:00,11:40+08:00,1,false|EHAM,LKPR,07:13+02:00,09:08+02:00,340|LKPR,LDZA,17:59+02:00,19:42+02:00,300|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,17:08+02:00,17:38+08:00,1,false|EHAM,LKPR,17:08+02:00,19:03+02:00,340|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,05:49+03:00,17:38+08:00,320
EHAM,WMKK,17:08+02:00,20:14+08:00,1,false|EHAM,LKPR,17:08+02:00,19:03+02:00,340|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,08:25+03:00,20:14+08:00,340
EHAM,WMKK,17:08+02:00,01:16+08:00,2,false|EHAM,LKPR,17:08+02:00,19:03+02:00,340|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,13:27+03:00,01:16+08:00,320
EHAM,WMKK,17:08+02:00,07:33+08:00,2,false|EHAM,LKPR,17:08+02:00,19:03+02:00,340|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,19:44+03:00,07:33+08:00,340
EHAM,WMKK,19:55+02:00,17:38+08:00,1,false|EHAM,LKPR,19:55+02:00,21:50+02:00,360|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,05:49+03:00,17:38+08:00,320
EHAM,WMKK,19:55+02:00,20:14+08:00,1,false|EHAM,LKPR,19:55+02:00,21:50+02:00,360|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,08:25+03:00,20:14+08:00,340
EHAM,WMKK,19:55+02:00,01:16+08:00,2,false|EHAM,LKPR,19:55+02:00,21:50+02:00,360|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,13:27+03:00,01:16+08:00,320
EHAM,WMKK,19:55+02:00,07:33+08:00,2,false|EHAM,LKPR,19:55+02:00,21:50+02:00,360|LKPR,LBSF,23:24+02:00,03:49+03:00,320|LBSF,WMKK,19:44+03:00,07:33+08:00,340
EHAM,WMKK,03:02+02:00,00:49+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,SEQM,13:47+02:00,20:46-05:00,300|SEQM,WMKK,21:31-05:00,00:49+08:00,300
EHAM,WMKK,03:02+02:00,19:05+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,SVMI,08:29+02:00,14:17-04:00,340|SVMI,WMKK,19:29-04:00,19:05+08:00,320
EHAM,WMKK,03:02+02:00,20:49+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,SBBR,09:16+02:00,17:50-03:00,360|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,03:02+02:00,20:49+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,SBBR,12:12+02:00,20:46-03:00,340|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,03:02+02:00,05:36+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,LATI,09:41+02:00,11:19+02:00,320|LATI,WMKK,16:02+02:00,05:36+08:00,320
EHAM,WMKK,03:02+02:00,09:14+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,LATI,09:41+02:00,11:19+02:00,320|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:02+02:00,09:14+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,LATI,17:11+02:00,19:49+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:02+02:00,09:14+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,LATI,18:35+02:00,20:13+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:02+02:00,10:06+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,UMMS,15:26+02:00,19:59+03:00,340|UMMS,WMKK,20:40+03:00,10:06+08:00,300
EHAM,WMKK,03:02+02:00,09:19+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,OMDB,08:52+02:00,17:04+04:00,360|OMDB,WMKK,21:28+04:00,09:19+08:00,340
EHAM,WMKK,03:02+02:00,05:54+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,ZBAA,10:54+02:00,18:46+08:00,300|ZBAA,WMKK,22:35+08:00,05:54+08:00,300
EHAM,WMKK,03:02+02:00,05:54+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,ZBAA,12:45+02:00,20:37+08:00,360|ZBAA,WMKK,22:35+08:00,05:54+08:00,300
EHAM,WMKK,03:02+02:00,19:53+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RJTT,23:31+02:00,09:57+09:00,340|RJTT,WMKK,14:15+09:00,19:53+08:00,340
EHAM,WMKK,03:02+02:00,00:51+08:00,2,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RJTT,23:31+02:00,09:57+09:00,340|RJTT,WMKK,19:13+09:00,00:51+08:00,360
EHAM,WMKK,03:02+02:00,07:36+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,WMKK,17:33+02:00,07:36+08:00,340
EHAM,WMKK,03:02+02:00,11:40+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,03:02+02:00,09:59+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RPLL,12:24+02:00,00:45+08:00,340|RPLL,WMKK,06:17+08:00,09:59+08:00,340
EHAM,WMKK,03:02+02:00,16:50+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RPLL,12:24+02:00,00:45+08:00,340|RPLL,WMKK,13:08+08:00,16:50+08:00,340
EHAM,WMKK,03:02+02:00,19:25+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RPLL,12:24+02:00,00:45+08:00,340|RPLL,WMKK,16:43+08:00,19:25+08:00,340
EHAM,WMKK,03:02+02:00,09:59+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RPLL,17:55+02:00,05:16+08:00,360|RPLL,WMKK,06:17+08:00,09:59+08:00,340
EHAM,WMKK,03:02+02:00,16:50+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RPLL,17:55+02:00,05:16+08:00,360|RPLL,WMKK,13:08+08:00,16:50+08:00,340
EHAM,WMKK,03:02+02:00,19:25+08:00,1,false|EHAM,LDZA,03:02+02:00,06:30+02:00,340|LDZA,RPLL,17:55+02:00,05:16+08:00,360|RPLL,WMKK,16:43+08:00,19:25+08:00,340
EHAM,WMKK,08:12+02:00,00:49+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,SEQM,13:47+02:00,20:46-05:00,300|SEQM,WMKK,21:31-05:00,00:49+08:00,300
EHAM,WMKK,08:12+02:00,20:49+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,SBBR,12:12+02:00,20:46-03:00,340|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,08:12+02:00,09:14+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,LATI,17:11+02:00,19:49+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,08:12+02:00,09:14+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,LATI,18:35+02:00,20:13+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,08:12+02:00,10:06+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,UMMS,15:26+02:00,19:59+03:00,340|UMMS,WMKK,20:40+03:00,10:06+08:00,300
EHAM,WMKK,08:12+02:00,05:54+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,ZBAA,12:45+02:00,20:37+08:00,360|ZBAA,WMKK,22:35+08:00,05:54+08:00,300
EHAM,WMKK,08:12+02:00,20:49+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,ZBAA,21:38+02:00,05:30+08:00,320|ZBAA,WMKK,13:30+08:00,20:49+08:00,300
EHAM,WMKK,08:12+02:00,05:54+08:00,2,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,ZBAA,21:38+02:00,05:30+08:00,320|ZBAA,WMKK,22:35+08:00,05:54+08:00,300
EHAM,WMKK,08:12+02:00,19:53+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RJTT,23:31+02:00,09:57+09:00,340|RJTT,WMKK,14:15+09:00,19:53+08:00,340
EHAM,WMKK,08:12+02:00,00:51+08:00,2,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RJTT,23:31+02:00,09:57+09:00,340|RJTT,WMKK,19:13+09:00,00:51+08:00,360
EHAM,WMKK,08:12+02:00,07:36+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WMKK,17:33+02:00,07:36+08:00,340
EHAM,WMKK,08:12+02:00,11:40+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,08:12+02:00,10:51+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WSSS,17:25+02:00,07:37+08:00,300|WSSS,WMKK,08:43+08:00,10:51+08:00,300
EHAM,WMKK,08:12+02:00,18:26+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WSSS,17:25+02:00,07:37+08:00,300|WSSS,WMKK,16:18+08:00,18:26+08:00,300
EHAM,WMKK,08:12+02:00,21:05+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WSSS,17:25+02:00,07:37+08:00,300|WSSS,WMKK,19:57+08:00,21:05+08:00,340
EHAM,WMKK,08:12+02:00,18:26+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WSSS,21:27+02:00,11:39+08:00,300|WSSS,WMKK,16:18+08:00,18:26+08:00,300
EHAM,WMKK,08:12+02:00,21:05+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,WSSS,21:27+02:00,11:39+08:00,300|WSSS,WMKK,19:57+08:00,21:05+08:00,340
EHAM,WMKK,08:12+02:00,09:59+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RPLL,12:24+02:00,00:45+08:00,340|RPLL,WMKK,06:17+08:00,09:59+08:00,340
EHAM,WMKK,08:12+02:00,16:50+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RPLL,12:24+02:00,00:45+08:00,340|RPLL,WMKK,13:08+08:00,16:50+08:00,340
EHAM,WMKK,08:12+02:00,19:25+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RPLL,12:24+02:00,00:45+08:00,340|RPLL,WMKK,16:43+08:00,19:25+08:00,340
EHAM,WMKK,08:12+02:00,09:59+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RPLL,17:55+02:00,05:16+08:00,360|RPLL,WMKK,06:17+08:00,09:59+08:00,340
EHAM,WMKK,08:12+02:00,16:50+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RPLL,17:55+02:00,05:16+08:00,360|RPLL,WMKK,13:08+08:00,16:50+08:00,340
EHAM,WMKK,08:12+02:00,19:25+08:00,1,false|EHAM,LDZA,08:12+02:00,11:40+02:00,320|LDZA,RPLL,17:55+02:00,05:16+08:00,360|RPLL,WMKK,16:43+08:00,19:25+08:00,340
EHAM,WMKK,23:56+02:00,00:49+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SEQM,06:29+02:00,13:28-05:00,320|SEQM,WMKK,21:31-05:00,00:49+08:00,300
EHAM,WMKK,23:56+02:00,00:49+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SEQM,13:47+02:00,20:46-05:00,300|SEQM,WMKK,21:31-05:00,00:49+08:00,300
EHAM,WMKK,23:56+02:00,13:21+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SVMI,04:20+02:00,10:08-04:00,320|SVMI,WMKK,13:45-04:00,13:21+08:00,300
EHAM,WMKK,23:56+02:00,19:05+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SVMI,04:20+02:00,10:08-04:00,320|SVMI,WMKK,19:29-04:00,19:05+08:00,320
EHAM,WMKK,23:56+02:00,19:05+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SVMI,08:29+02:00,14:17-04:00,340|SVMI,WMKK,19:29-04:00,19:05+08:00,320
EHAM,WMKK,23:56+02:00,20:49+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SBBR,09:16+02:00,17:50-03:00,360|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,23:56+02:00,20:49+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SBBR,12:12+02:00,20:46-03:00,340|SBBR,WMKK,23:35-03:00,20:49+08:00,340
EHAM,WMKK,23:56+02:00,14:04+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SLLP,03:10+02:00,12:45-04:00,340|SLLP,WMKK,13:01-04:00,14:04+08:00,360
EHAM,WMKK,23:56+02:00,00:06+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,SLLP,03:10+02:00,12:45-04:00,340|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,23:56+02:00,05:36+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LATI,09:41+02:00,11:19+02:00,320|LATI,WMKK,16:02+02:00,05:36+08:00,320
EHAM,WMKK,23:56+02:00,09:14+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LATI,09:41+02:00,11:19+02:00,320|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,23:56+02:00,09:14+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LATI,17:11+02:00,19:49+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,23:56+02:00,09:14+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LATI,18:35+02:00,20:13+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,23:56+02:00,10:06+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,UMMS,02:39+02:00,06:12+03:00,360|UMMS,WMKK,20:40+03:00,10:06+08:00,300
EHAM,WMKK,23:56+02:00,10:06+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,UMMS,15:26+02:00,19:59+03:00,340|UMMS,WMKK,20:40+03:00,10:06+08:00,300
EHAM,WMKK,23:56+02:00,20:14+08:00,1,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LBSF,03:22+02:00,06:11+03:00,300|LBSF,WMKK,08:25+03:00,20:14+08:00,340
EHAM,WMKK,23:56+02:00,01:16+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LBSF,03:22+02:00,06:11+03:00,300|LBSF,WMKK,13:27+03:00,01:16+08:00,320
EHAM,WMKK,23:56+02:00,07:33+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LBSF,03:22+02:00,06:11+03:00,300|LBSF,WMKK,19:44+03:00,07:33+08:00,340
EHAM,WMKK,23:56+02:00,01:16+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LBSF,06:09+02:00,09:58+03:00,300|LBSF,WMKK,13:27+03:00,01:16+08:00,320
EHAM,WMKK,23:56+02:00,07:33+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,LBSF,06:09+02:00,09:58+03:00,300|LBSF,WMKK,19:44+03:00,07:33+08:00,340
EHAM,WMKK,23:56+02:00,01:53+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,OMDB,03:16+02:00,12:28+04:00,340|OMDB,WMKK,13:02+04:00,01:53+08:00,360
EHAM,WMKK,23:56+02:00,09:19+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,OMDB,03:16+02:00,12:28+04:00,340|OMDB,WMKK,21:28+04:00,09:19+08:00,340
EHAM,WMKK,23:56+02:00,09:19+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,OMDB,08:52+02:00,17:04+04:00,360|OMDB,WMKK,21:28+04:00,09:19+08:00,340
EHAM,WMKK,23:56+02:00,05:54+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,ZBAA,10:54+02:00,18:46+08:00,300|ZBAA,WMKK,22:35+08:00,05:54+08:00,300
EHAM,WMKK,23:56+02:00,05:54+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,ZBAA,12:45+02:00,20:37+08:00,360|ZBAA,WMKK,22:35+08:00,05:54+08:00,300
EHAM,WMKK,23:56+02:00,00:51+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,RJTT,05:08+02:00,15:34+09:00,320|RJTT,WMKK,19:13+09:00,00:51+08:00,360
EHAM,WMKK,23:56+02:00,18:02+08:00,1,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,WMKK,04:59+02:00,18:02+08:00,300
EHAM,WMKK,23:56+02:00,20:29+08:00,1,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,WMKK,06:26+02:00,20:29+08:00,360
EHAM,WMKK,23:56+02:00,07:36+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,WMKK,17:33+02:00,07:36+08:00,340
EHAM,WMKK,23:56+02:00,11:40+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,23:56+02:00,21:05+08:00,1,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,WSSS,05:06+02:00,19:18+08:00,320|WSSS,WMKK,19:57+08:00,21:05+08:00,340
EHAM,WMKK,23:56+02:00,02:07+08:00,2,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,WIII,04:53+02:00,18:43+07:00,360|WIII,WMKK,20:07+07:00,02:07+08:00,360
EHAM,WMKK,23:56+02:00,19:25+08:00,1,false|EHAM,LDZA,23:56+02:00,02:24+02:00,340|LDZA,RPLL,03:18+02:00,15:39+08:00,360|RPLL,WMKK,16:43+08:00,19:25+08:00,340
EHAM,WMKK,03:43+02:00,16:27+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,SEQM,06:25+02:00,13:00-05:00,360|SEQM,WMKK,13:09-05:00,16:27+08:00,340
EHAM,WMKK,03:43+02:00,00:49+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,SEQM,06:25+02:00,13:00-05:00,360|SEQM,WMKK,21:31-05:00,00:49+08:00,300
EHAM,WMKK,03:43+02:00,13:21+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,SVMI,06:22+02:00,12:51-04:00,360|SVMI,WMKK,13:45-04:00,13:21+08:00,300
EHAM,WMKK,03:43+02:00,19:05+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,SVMI,06:22+02:00,12:51-04:00,360|SVMI,WMKK,19:29-04:00,19:05+08:00,320
EHAM,WMKK,03:43+02:00,19:05+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,SVMI,08:50+02:00,14:19-04:00,320|SVMI,WMKK,19:29-04:00,19:05+08:00,320
EHAM,WMKK,03:43+02:00,00:06+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,SLLP,10:19+02:00,19:57-04:00,360|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,03:43+02:00,05:36+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LATI,05:53+02:00,09:56+02:00,360|LATI,WMKK,16:02+02:00,05:36+08:00,320
EHAM,WMKK,03:43+02:00,09:14+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LATI,05:53+02:00,09:56+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:43+02:00,05:36+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LATI,11:47+02:00,15:50+02:00,340|LATI,WMKK,16:02+02:00,05:36+08:00,320
EHAM,WMKK,03:43+02:00,09:14+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LATI,11:47+02:00,15:50+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300
EHAM,WMKK,03:43+02:00,10:06+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,UMMS,11:30+02:00,15:50+03:00,320|UMMS,WMKK,20:40+03:00,10:06+08:00,300
EHAM,WMKK,03:43+02:00,10:06+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,UMMS,12:15+02:00,16:35+03:00,320|UMMS,WMKK,20:40+03:00,10:06+08:00,300
EHAM,WMKK,03:43+02:00,07:36+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LDZA,06:04+02:00,09:30+02:00,340|LDZA,WMKK,17:33+02:00,07:36+08:00,340
EHAM,WMKK,03:43+02:00,11:40+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LDZA,06:04+02:00,09:30+02:00,340|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,03:43+02:00,07:36+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LDZA,11:31+02:00,14:57+02:00,360|LDZA,WMKK,17:33+02:00,07:36+08:00,340
EHAM,WMKK,03:43+02:00,11:40+08:00,1,false|EHAM,EKCH,03:43+02:00,05:30+02:00,300|EKCH,LDZA,11:31+02:00,14:57+02:00,360|LDZA,WMKK,21:37+02:00,11:40+08:00,340
EHAM,WMKK,08:25+02:00,00:06+08:00,1,false|EHAM,EKCH,08:25+02:00,10:12+02:00,340|EKCH,SLLP,10:19+02:00,19:57-04:00,360|SLLP,WMKK,23:03-04:00,00:06+08:00,300
EHAM,WMKK,08:25+02:00,05:36+08:00,1,false|EHAM,EKCH,08:25+02:00,10:12+02:00,340|EKCH,LATI,11:47+02:00,15:50+02:00,340|LATI,WMKK,16:02+02:00,05:36+08:00,320
EHAM,WMKK,08:25+02:00,09:14+08:00,1,false|EHAM,EKCH,08:25+02:00,10:12+02:00,340|EKCH,LATI,11:47+02:00,15:50+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300
