EKCH,SKBO,01:01+02:00,21:42-05:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,WSSS,05:53+02:00,07:37+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|915,LATI,LDZA,12:58+02:00,14:36+02:00,300|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,05:53+02:00,11:39+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|915,LATI,LDZA,12:58+02:00,14:36+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,05:53+02:00,22:25+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|965,LATI,RJTT,17:51+02:00,03:55+09:00,300|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,05:53+02:00,11:36+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|971,LATI,WMKK,16:02+02:00,05:36+08:00,320|1601,WMKK,WSSS,09:28+08:00,11:36+08:00,340
EKCH,WSSS,05:53+02:00,15:02+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|971,LATI,WMKK,16:02+02:00,05:36+08:00,320|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,05:53+02:00,22:59+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|971,LATI,WMKK,16:02+02:00,05:36+08:00,320|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,05:53+02:00,11:36+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|973,LATI,WMKK,20:40+02:00,09:14+08:00,300|1601,WMKK,WSSS,09:28+08:00,11:36+08:00,340
EKCH,WSSS,05:53+02:00,15:02+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|973,LATI,WMKK,20:40+02:00,09:14+08:00,300|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,05:53+02:00,22:59+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|973,LATI,WMKK,20:40+02:00,09:14+08:00,300|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,05:53+02:00,04:51+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,05:53+02:00,10:35+08:00,1,false|920,EKCH,LATI,05:53+02:00,09:56+02:00,360|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,11:47+02:00,02:29+08:00,2,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|957,LATI,OMDB,23:37+02:00,07:21+04:00,320|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,11:47+02:00,09:06+08:00,2,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|957,LATI,OMDB,23:37+02:00,07:21+04:00,320|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,11:47+02:00,22:25+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|965,LATI,RJTT,17:51+02:00,03:55+09:00,300|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,11:47+02:00,11:36+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|971,LATI,WMKK,16:02+02:00,05:36+08:00,320|1601,WMKK,WSSS,09:28+08:00,11:36+08:00,340
EKCH,WSSS,11:47+02:00,15:02+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|971,LATI,WMKK,16:02+02:00,05:36+08:00,320|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,11:47+02:00,22:59+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|971,LATI,WMKK,16:02+02:00,05:36+08:00,320|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,11:47+02:00,11:36+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|973,LATI,WMKK,20:40+02:00,09:14+08:00,300|1601,WMKK,WSSS,09:28+08:00,11:36+08:00,340
EKCH,WSSS,11:47+02:00,15:02+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|973,LATI,WMKK,20:40+02:00,09:14+08:00,300|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,11:47+02:00,22:59+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|973,LATI,WMKK,20:40+02:00,09:14+08:00,300|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,11:47+02:00,10:35+08:00,1,false|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,17:27+02:00,02:29+08:00,2,false|924,EKCH,LATI,17:27+02:00,21:30+02:00,340|957,LATI,OMDB,23:37+02:00,07:21+04:00,320|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,17:27+02:00,09:06+08:00,2,false|924,EKCH,LATI,17:27+02:00,21:30+02:00,340|957,LATI,OMDB,23:37+02:00,07:21+04:00,320|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,17:27+02:00,10:35+08:00,1,false|924,EKCH,LATI,17:27+02:00,21:30+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,00:04+02:00,12:53+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|288,EDDI,SVMI,03:48+02:00,09:20-04:00,360|379,SVMI,WSSS,12:15-04:00,12:53+08:00,320
EKCH,WSSS,00:04+02:00,18:46+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|436,EDDI,SBBR,04:47+02:00,12:37-03:00,320|529,SBBR,WSSS,21:35-03:00,18:46+08:00,320
EKCH,WSSS,00:04+02:00,18:46+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320|529,SBBR,WSSS,21:35-03:00,18:46+08:00,320
EKCH,WSSS,00:04+02:00,19:59+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|650,EDDI,SLLP,06:17+02:00,15:52-04:00,360|749,SLLP,WSSS,18:58-04:00,19:59+08:00,320
EKCH,WSSS,00:04+02:00,04:51+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|876,EDDI,LATI,03:13+02:00,06:51+02:00,340|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,00:04+02:00,10:35+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|876,EDDI,LATI,03:13+02:00,06:51+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,00:04+02:00,10:35+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|878,EDDI,LATI,15:54+02:00,18:32+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,00:04+02:00,10:35+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|880,EDDI,LATI,17:47+02:00,20:25+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,00:04+02:00,10:44+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|995,EDDI,UMMS,04:59+02:00,08:15+03:00,320|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,00:04+02:00,10:44+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|997,EDDI,UMMS,06:33+02:00,10:49+03:00,340|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,00:04+02:00,10:44+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|999,EDDI,UMMS,13:57+02:00,17:13+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,00:04+02:00,02:43+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|1003,EDDI,LBSF,02:48+02:00,06:29+03:00,320|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,00:04+02:00,02:43+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|1005,EDDI,LBSF,10:30+02:00,14:11+03:00,320|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,00:04+02:00,11:39+08:00,1,false|1024,EKCH,EDDI,00:04+02:00,02:29+02:00,360|1019,EDDI,LDZA,15:14+02:00,18:15+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,06:47+02:00,18:46+08:00,1,false|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320|529,SBBR,WSSS,21:35-03:00,18:46+08:00,320
EKCH,WSSS,06:47+02:00,10:35+08:00,1,false|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320|878,EDDI,LATI,15:54+02:00,18:32+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:47+02:00,10:35+08:00,1,false|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320|880,EDDI,LATI,17:47+02:00,20:25+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:47+02:00,10:44+08:00,1,false|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320|999,EDDI,UMMS,13:57+02:00,17:13+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,06:47+02:00,02:43+08:00,1,false|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320|1005,EDDI,LBSF,10:30+02:00,14:11+03:00,320|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,06:47+02:00,11:39+08:00,1,false|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320|1019,EDDI,LDZA,15:14+02:00,18:15+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,17:20+02:00,10:44+08:00,2,false|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340|1001,EDDI,UMMS,22:48+02:00,02:04+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,18:37+02:00,10:44+08:00,2,false|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340|1001,EDDI,UMMS,22:48+02:00,02:04+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,06:32+02:00,10:35+08:00,1,false|1054,EKCH,LOWW,06:32+02:00,09:34+02:00,340|886,LOWW,LATI,14:23+02:00,17:24+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:32+02:00,07:37+08:00,1,false|1054,EKCH,LOWW,06:32+02:00,09:34+02:00,340|1047,LOWW,LDZA,11:21+02:00,13:46+02:00,300|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,06:32+02:00,11:39+08:00,1,false|1054,EKCH,LOWW,06:32+02:00,09:34+02:00,340|1047,LOWW,LDZA,11:21+02:00,13:46+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,06:32+02:00,11:39+08:00,1,false|1054,EKCH,LOWW,06:32+02:00,09:34+02:00,340|1049,LOWW,LDZA,17:41+02:00,19:06+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,12:47+02:00,19:53+08:00,1,false|1056,EKCH,LOWW,12:47+02:00,15:49+02:00,340|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|975,LATI,WSSS,06:11+02:00,19:53+08:00,360
EKCH,WSSS,12:47+02:00,04:51+08:00,2,false|1056,EKCH,LOWW,12:47+02:00,15:49+02:00,340|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,12:47+02:00,10:35+08:00,2,false|1056,EKCH,LOWW,12:47+02:00,15:49+02:00,340|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,12:47+02:00,11:39+08:00,1,false|1056,EKCH,LOWW,12:47+02:00,15:49+02:00,340|1049,LOWW,LDZA,17:41+02:00,19:06+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,06:57+02:00,04:22+08:00,1,false|1096,EKCH,EBCI,06:57+02:00,08:55+02:00,360|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|745,SLLP,WSSS,03:21-04:00,04:22+08:00,340
EKCH,WSSS,06:57+02:00,14:42+08:00,1,false|1096,EKCH,EBCI,06:57+02:00,08:55+02:00,360|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|747,SLLP,WSSS,13:41-04:00,14:42+08:00,320
EKCH,WSSS,06:57+02:00,19:59+08:00,1,false|1096,EKCH,EBCI,06:57+02:00,08:55+02:00,360|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|749,SLLP,WSSS,18:58-04:00,19:59+08:00,320
EKCH,WSSS,06:57+02:00,10:35+08:00,1,false|1096,EKCH,EBCI,06:57+02:00,08:55+02:00,360|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:57+02:00,10:44+08:00,1,false|1096,EKCH,EBCI,06:57+02:00,08:55+02:00,360|1073,EBCI,UMMS,10:57+02:00,15:04+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,13:11+02:00,10:35+08:00,1,false|1098,EKCH,EBCI,13:11+02:00,15:09+02:00,300|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,13:11+02:00,02:43+08:00,2,false|1098,EKCH,EBCI,13:11+02:00,15:09+02:00,300|1081,EBCI,LBSF,23:51+02:00,04:00+03:00,340|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,13:11+02:00,19:18+08:00,1,false|1098,EKCH,EBCI,13:11+02:00,15:09+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1393,LDZA,WSSS,05:06+02:00,19:18+08:00,320
EKCH,WSSS,13:11+02:00,01:55+08:00,2,false|1098,EKCH,EBCI,13:11+02:00,15:09+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360
EKCH,WSSS,13:11+02:00,07:37+08:00,2,false|1098,EKCH,EBCI,13:11+02:00,15:09+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,13:11+02:00,11:39+08:00,2,false|1098,EKCH,EBCI,13:11+02:00,15:09+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:58+02:00,04:51+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|890,EBCI,LATI,04:08+02:00,07:03+02:00,340|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,21:58+02:00,10:35+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|890,EBCI,LATI,04:08+02:00,07:03+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:58+02:00,04:51+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|892,EBCI,LATI,08:39+02:00,11:34+02:00,340|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,21:58+02:00,10:35+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|892,EBCI,LATI,08:39+02:00,11:34+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:58+02:00,10:35+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:58+02:00,10:44+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1071,EBCI,UMMS,03:37+02:00,08:44+03:00,360|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,21:58+02:00,10:44+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1073,EBCI,UMMS,10:57+02:00,15:04+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,21:58+02:00,02:43+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1077,EBCI,LBSF,03:08+02:00,08:17+03:00,360|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,21:58+02:00,02:43+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1081,EBCI,LBSF,23:51+02:00,04:00+03:00,340|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,21:58+02:00,01:55+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1091,EBCI,LDZA,06:17+02:00,09:36+02:00,340|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360
EKCH,WSSS,21:58+02:00,07:37+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1091,EBCI,LDZA,06:17+02:00,09:36+02:00,340|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,21:58+02:00,11:39+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1091,EBCI,LDZA,06:17+02:00,09:36+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:58+02:00,19:18+08:00,1,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1393,LDZA,WSSS,05:06+02:00,19:18+08:00,320
EKCH,WSSS,21:58+02:00,01:55+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360
EKCH,WSSS,21:58+02:00,07:37+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,21:58+02:00,11:39+08:00,2,false|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,11:30+02:00,11:39+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,11:30+02:00,13:15+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360|1529,OMDB,WSSS,01:19+04:00,13:15+08:00,300
EKCH,WSSS,11:30+02:00,02:29+08:00,2,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,11:30+02:00,09:06+08:00,2,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,11:30+02:00,02:29+08:00,2,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1167,UMMS,OMDB,19:05+03:00,02:55+04:00,300|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,11:30+02:00,09:06+08:00,2,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1167,UMMS,OMDB,19:05+03:00,02:55+04:00,300|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,11:30+02:00,12:15+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1555,ZBAA,WSSS,05:48+08:00,12:15+08:00,320
EKCH,WSSS,11:30+02:00,19:12+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320
EKCH,WSSS,11:30+02:00,01:40+08:00,2,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,11:30+02:00,22:25+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1179,UMMS,RJTT,17:25+03:00,03:20+09:00,320|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,11:30+02:00,15:02+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1183,UMMS,WMKK,20:40+03:00,10:06+08:00,300|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,11:30+02:00,22:59+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1183,UMMS,WMKK,20:40+03:00,10:06+08:00,300|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,11:30+02:00,10:44+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,11:30+02:00,21:21+08:00,1,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1195,UMMS,WIII,19:27+03:00,10:50+07:00,340|1626,WIII,WSSS,16:24+07:00,21:21+08:00,360
EKCH,WSSS,11:30+02:00,01:14+08:00,2,false|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1201,UMMS,RPLL,20:44+03:00,08:28+08:00,340|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,12:15+02:00,11:39+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,12:15+02:00,13:15+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360|1529,OMDB,WSSS,01:19+04:00,13:15+08:00,300
EKCH,WSSS,12:15+02:00,02:29+08:00,2,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,12:15+02:00,09:06+08:00,2,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,12:15+02:00,02:29+08:00,2,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1167,UMMS,OMDB,19:05+03:00,02:55+04:00,300|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,12:15+02:00,09:06+08:00,2,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1167,UMMS,OMDB,19:05+03:00,02:55+04:00,300|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,12:15+02:00,12:15+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1555,ZBAA,WSSS,05:48+08:00,12:15+08:00,320
EKCH,WSSS,12:15+02:00,19:12+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320
EKCH,WSSS,12:15+02:00,01:40+08:00,2,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,12:15+02:00,22:25+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1179,UMMS,RJTT,17:25+03:00,03:20+09:00,320|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,12:15+02:00,15:02+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1183,UMMS,WMKK,20:40+03:00,10:06+08:00,300|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,12:15+02:00,22:59+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1183,UMMS,WMKK,20:40+03:00,10:06+08:00,300|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,12:15+02:00,10:44+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,12:15+02:00,21:21+08:00,1,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1195,UMMS,WIII,19:27+03:00,10:50+07:00,340|1626,WIII,WSSS,16:24+07:00,21:21+08:00,360
EKCH,WSSS,12:15+02:00,01:14+08:00,2,false|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1201,UMMS,RPLL,20:44+03:00,08:28+08:00,340|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,05:02+02:00,04:51+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,05:02+02:00,10:35+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,05:02+02:00,10:35+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,05:02+02:00,07:37+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1211,LBSF,LDZA,11:21+03:00,12:10+02:00,340|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,05:02+02:00,11:39+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1211,LBSF,LDZA,11:21+03:00,12:10+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
