LKPR,SKBO,05:04+02:00,21:42-05:00,0,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,WIII,09:01+02:00,18:31+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,WIII,12:02+09:00,18:31+07:00,300
LKPR,WIII,09:01+02:00,00:48+07:00,2,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,WIII,18:19+09:00,00:48+07:00,320
LKPR,WIII,09:01+02:00,13:44+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,WIII,09:44+08:00,13:44+07:00,340
LKPR,WIII,09:01+02:00,20:06+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,WIII,16:06+08:00,20:06+07:00,300
LKPR,WIII,09:01+02:00,02:25+07:00,2,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,09:01+02:00,13:44+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,WIII,09:44+08:00,13:44+07:00,340
LKPR,WIII,09:01+02:00,20:06+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,WIII,16:06+08:00,20:06+07:00,300
LKPR,WIII,09:01+02:00,02:25+07:00,2,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,09:01+02:00,08:18+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,WIII,05:21+08:00,08:18+07:00,340
LKPR,WIII,09:01+02:00,14:19+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,WIII,11:22+08:00,14:19+07:00,360
LKPR,WIII,09:01+02:00,19:17+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,WIII,16:20+08:00,19:17+07:00,320
LKPR,WIII,09:01+02:00,14:19+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,WIII,11:22+08:00,14:19+07:00,360
LKPR,WIII,09:01+02:00,19:17+07:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,WIII,16:20+08:00,19:17+07:00,320
LKPR,WIII,17:03+02:00,03:27+07:00,2,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,WIII,13:37+04:00,03:27+07:00,320
LKPR,WIII,17:03+02:00,13:12+07:00,2,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,WIII,23:22+04:00,13:12+07:00,300
LKPR,WIII,17:03+02:00,13:44+07:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,WIII,09:44+08:00,13:44+07:00,340
LKPR,WIII,17:03+02:00,20:06+07:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,WIII,16:06+08:00,20:06+07:00,300
LKPR,WIII,17:03+02:00,02:25+07:00,2,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,17:03+02:00,14:19+07:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,WIII,11:22+08:00,14:19+07:00,360
LKPR,WIII,17:03+02:00,19:17+07:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,WIII,16:20+08:00,19:17+07:00,320
LKPR,WIII,19:50+02:00,03:27+07:00,2,false|LKPR,LATI,19:50+02:00,22:11+02:00,300|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,WIII,13:37+04:00,03:27+07:00,320
LKPR,WIII,19:50+02:00,13:12+07:00,2,false|LKPR,LATI,19:50+02:00,22:11+02:00,300|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,WIII,23:22+04:00,13:12+07:00,300
LKPR,WIII,05:48+02:00,16:00+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SEQM,08:19+02:00,15:59-05:00,320|SEQM,WIII,17:29-05:00,16:00+07:00,300
LKPR,WIII,05:48+02:00,19:29+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SEQM,08:19+02:00,15:59-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,05:48+02:00,19:29+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SEQM,13:32+02:00,20:12-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,05:48+02:00,20:11+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SVMI,13:44+02:00,19:16-04:00,320|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,05:48+02:00,14:26+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SBBR,11:26+02:00,19:16-03:00,320|SBBR,WIII,21:12-03:00,14:26+07:00,360
LKPR,WIII,05:48+02:00,20:17+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SLLP,11:36+02:00,20:11-04:00,300|SLLP,WIII,23:14-04:00,20:17+07:00,300
LKPR,WIII,05:48+02:00,10:50+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,UMMS,13:57+02:00,17:13+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,05:48+02:00,06:46+07:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LBSF,10:30+02:00,14:11+03:00,320|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,08:42+02:00,19:29+07:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SEQM,13:32+02:00,20:12-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,08:42+02:00,20:11+07:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SVMI,13:44+02:00,19:16-04:00,320|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,08:42+02:00,14:26+07:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SBBR,11:26+02:00,19:16-03:00,320|SBBR,WIII,21:12-03:00,14:26+07:00,360
LKPR,WIII,08:42+02:00,20:17+07:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SLLP,11:36+02:00,20:11-04:00,300|SLLP,WIII,23:14-04:00,20:17+07:00,300
LKPR,WIII,08:42+02:00,10:50+07:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,UMMS,13:57+02:00,17:13+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,23:07+02:00,16:00+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SEQM,02:05+02:00,09:45-05:00,300|SEQM,WIII,17:29-05:00,16:00+07:00,300
LKPR,WIII,23:07+02:00,19:29+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SEQM,02:05+02:00,09:45-05:00,300|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,23:07+02:00,16:00+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SEQM,08:19+02:00,15:59-05:00,320|SEQM,WIII,17:29-05:00,16:00+07:00,300
LKPR,WIII,23:07+02:00,19:29+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SEQM,08:19+02:00,15:59-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,23:07+02:00,19:29+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SEQM,13:32+02:00,20:12-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,23:07+02:00,11:26+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SVMI,03:48+02:00,09:20-04:00,360|SVMI,WIII,14:19-04:00,11:26+07:00,340
LKPR,WIII,23:07+02:00,20:11+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SVMI,03:48+02:00,09:20-04:00,360|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,23:07+02:00,20:11+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SVMI,13:44+02:00,19:16-04:00,320|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,23:07+02:00,14:26+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SBBR,04:47+02:00,12:37-03:00,320|SBBR,WIII,21:12-03:00,14:26+07:00,360
LKPR,WIII,23:07+02:00,14:26+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SBBR,11:26+02:00,19:16-03:00,320|SBBR,WIII,21:12-03:00,14:26+07:00,360
LKPR,WIII,23:07+02:00,05:35+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,UMMS,04:59+02:00,08:15+03:00,320|UMMS,WIII,14:12+03:00,05:35+07:00,320
LKPR,WIII,23:07+02:00,10:50+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,UMMS,04:59+02:00,08:15+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,23:07+02:00,05:35+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,UMMS,06:33+02:00,10:49+03:00,340|UMMS,WIII,14:12+03:00,05:35+07:00,320
LKPR,WIII,23:07+02:00,10:50+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,UMMS,06:33+02:00,10:49+03:00,340|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,23:07+02:00,10:50+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,UMMS,13:57+02:00,17:13+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,23:07+02:00,00:35+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,LBSF,02:48+02:00,06:29+03:00,320|LBSF,WIII,11:40+03:00,00:35+07:00,340
LKPR,WIII,23:07+02:00,06:46+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,LBSF,02:48+02:00,06:29+03:00,320|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,23:07+02:00,06:46+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,LBSF,10:30+02:00,14:11+03:00,320|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,23:07+02:00,18:43+07:00,1,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,LDZA,01:35+02:00,04:36+02:00,340|LDZA,WIII,04:53+02:00,18:43+07:00,360
LKPR,WIII,23:07+02:00,04:59+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,LDZA,01:35+02:00,04:36+02:00,340|LDZA,WIII,14:09+02:00,04:59+07:00,360
LKPR,WIII,23:07+02:00,07:25+07:00,2,false|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,LDZA,01:35+02:00,04:36+02:00,340|LDZA,WIII,17:35+02:00,07:25+07:00,300
LKPR,WIII,06:30+02:00,04:59+07:00,1,false|LKPR,LOWW,06:30+02:00,08:50+02:00,360|LOWW,LDZA,11:21+02:00,13:46+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LKPR,WIII,06:30+02:00,07:25+07:00,1,false|LKPR,LOWW,06:30+02:00,08:50+02:00,360|LOWW,LDZA,11:21+02:00,13:46+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LKPR,WIII,08:52+02:00,04:59+07:00,1,false|LKPR,LOWW,08:52+02:00,10:12+02:00,320|LOWW,LDZA,11:21+02:00,13:46+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LKPR,WIII,08:52+02:00,07:25+07:00,1,false|LKPR,LOWW,08:52+02:00,10:12+02:00,320|LOWW,LDZA,11:21+02:00,13:46+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LKPR,WIII,04:49+02:00,20:11+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SVMI,09:58+02:00,14:41-04:00,360|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,04:49+02:00,20:11+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SVMI,15:15+02:00,20:58-04:00,340|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,04:49+02:00,14:26+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SBBR,08:43+02:00,16:45-03:00,340|SBBR,WIII,21:12-03:00,14:26+07:00,360
LKPR,WIII,04:49+02:00,00:42+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,03:39-04:00,00:42+07:00,340
LKPR,WIII,04:49+02:00,05:04+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,08:01-04:00,05:04+07:00,300
LKPR,WIII,04:49+02:00,12:45+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,15:42-04:00,12:45+07:00,340
LKPR,WIII,04:49+02:00,20:17+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,23:14-04:00,20:17+07:00,300
LKPR,WIII,04:49+02:00,10:50+07:00,1,false|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,UMMS,10:57+02:00,15:04+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,10:45+02:00,20:11+07:00,1,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,SVMI,15:15+02:00,20:58-04:00,340|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,10:45+02:00,00:42+07:00,1,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,03:39-04:00,00:42+07:00,340
LKPR,WIII,10:45+02:00,05:04+07:00,1,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,08:01-04:00,05:04+07:00,300
LKPR,WIII,10:45+02:00,12:45+07:00,1,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,15:42-04:00,12:45+07:00,340
LKPR,WIII,10:45+02:00,20:17+07:00,1,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,SLLP,15:13+02:00,23:58-04:00,360|SLLP,WIII,23:14-04:00,20:17+07:00,300
LKPR,WIII,10:45+02:00,00:35+07:00,2,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,LBSF,23:51+02:00,04:00+03:00,340|LBSF,WIII,11:40+03:00,00:35+07:00,340
LKPR,WIII,10:45+02:00,06:46+07:00,2,false|LKPR,EBCI,10:45+02:00,12:38+02:00,340|EBCI,LBSF,23:51+02:00,04:00+03:00,340|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,13:28+02:00,00:35+07:00,2,false|LKPR,EBCI,13:28+02:00,15:21+02:00,300|EBCI,LBSF,23:51+02:00,04:00+03:00,340|LBSF,WIII,11:40+03:00,00:35+07:00,340
LKPR,WIII,13:28+02:00,06:46+07:00,2,false|LKPR,EBCI,13:28+02:00,15:21+02:00,300|EBCI,LBSF,23:51+02:00,04:00+03:00,340|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,13:28+02:00,18:43+07:00,1,false|LKPR,EBCI,13:28+02:00,15:21+02:00,300|EBCI,LDZA,23:06+02:00,02:25+02:00,300|LDZA,WIII,04:53+02:00,18:43+07:00,360
LKPR,WIII,13:28+02:00,04:59+07:00,2,false|LKPR,EBCI,13:28+02:00,15:21+02:00,300|EBCI,LDZA,23:06+02:00,02:25+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LKPR,WIII,13:28+02:00,07:25+07:00,2,false|LKPR,EBCI,13:28+02:00,15:21+02:00,300|EBCI,LDZA,23:06+02:00,02:25+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LKPR,WIII,18:26+02:00,00:35+07:00,2,false|LKPR,EBCI,18:26+02:00,20:19+02:00,300|EBCI,LBSF,23:51+02:00,04:00+03:00,340|LBSF,WIII,11:40+03:00,00:35+07:00,340
LKPR,WIII,18:26+02:00,06:46+07:00,2,false|LKPR,EBCI,18:26+02:00,20:19+02:00,300|EBCI,LBSF,23:51+02:00,04:00+03:00,340|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,18:26+02:00,18:43+07:00,1,false|LKPR,EBCI,18:26+02:00,20:19+02:00,300|EBCI,LDZA,23:06+02:00,02:25+02:00,300|LDZA,WIII,04:53+02:00,18:43+07:00,360
LKPR,WIII,18:26+02:00,04:59+07:00,2,false|LKPR,EBCI,18:26+02:00,20:19+02:00,300|EBCI,LDZA,23:06+02:00,02:25+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LKPR,WIII,18:26+02:00,07:25+07:00,2,false|LKPR,EBCI,18:26+02:00,20:19+02:00,300|EBCI,LDZA,23:06+02:00,02:25+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LKPR,WIII,00:43+02:00,16:00+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,SEQM,09:07+03:00,16:50-05:00,300|SEQM,WIII,17:29-05:00,16:00+07:00,300
LKPR,WIII,00:43+02:00,19:29+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,SEQM,09:07+03:00,16:50-05:00,300|SEQM,WIII,20:58-05:00,19:29+07:00,360
LKPR,WIII,00:43+02:00,20:11+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,00:43+02:00,20:11+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,00:43+02:00,20:17+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,SLLP,13:53+03:00,22:03-04:00,300|SLLP,WIII,23:14-04:00,20:17+07:00,300
LKPR,WIII,00:43+02:00,22:21+07:00,0,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,WIII,07:58+03:00,22:21+07:00,360
LKPR,WIII,00:43+02:00,05:35+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,WIII,14:12+03:00,05:35+07:00,320
LKPR,WIII,00:43+02:00,10:50+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,00:43+02:00,05:35+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,WIII,14:12+03:00,05:35+07:00,320
LKPR,WIII,00:43+02:00,10:50+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340
LKPR,WIII,00:43+02:00,04:59+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,LDZA,11:21+03:00,12:10+02:00,340|LDZA,WIII,14:09+02:00,04:59+07:00,360
LKPR,WIII,00:43+02:00,07:25+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,LDZA,11:21+03:00,12:10+02:00,340|LDZA,WIII,17:35+02:00,07:25+07:00,300
LKPR,WIII,00:43+02:00,13:12+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WIII,23:22+04:00,13:12+07:00,300
LKPR,WIII,00:43+02:00,13:12+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LKPR,WIII,00:43+02:00,05:25+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LKPR,WIII,00:43+02:00,05:25+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,ZBAA,09:14+03:00,17:31+08:00,340|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LKPR,WIII,00:43+02:00,00:48+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,RJTT,05:21+03:00,14:49+09:00,340|RJTT,WIII,18:19+09:00,00:48+07:00,320
LKPR,WIII,00:43+02:00,00:48+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,RJTT,09:38+03:00,18:06+09:00,360|RJTT,WIII,18:19+09:00,00:48+07:00,320
LKPR,WIII,00:43+02:00,02:25+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,WMKK,05:49+03:00,17:38+08:00,320|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,00:43+02:00,02:25+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,WMKK,08:25+03:00,20:14+08:00,340|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,00:43+02:00,00:35+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,WIII,11:40+03:00,00:35+07:00,340
LKPR,WIII,00:43+02:00,06:46+07:00,1,false|LKPR,LBSF,00:43+02:00,04:08+03:00,320|LBSF,WIII,17:51+03:00,06:46+07:00,320
LKPR,WIII,08:50+02:00,20:11+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,WIII,23:04-04:00,20:11+07:00,340
LKPR,WIII,08:50+02:00,20:17+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,SLLP,13:53+03:00,22:03-04:00,300|SLLP,WIII,23:14-04:00,20:17+07:00,300
LKPR,WIII,08:50+02:00,08:27+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,ZBAA,16:50+03:00,00:07+08:00,340|ZBAA,WIII,01:29+08:00,08:27+07:00,320
LKPR,WIII,08:50+02:00,17:01+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,ZBAA,16:50+03:00,00:07+08:00,340|ZBAA,WIII,10:03+08:00,17:01+07:00,320
LKPR,WIII,08:50+02:00,21:08+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,ZBAA,16:50+03:00,00:07+08:00,340|ZBAA,WIII,14:10+08:00,21:08+07:00,320
LKPR,WIII,08:50+02:00,05:25+07:00,2,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,ZBAA,16:50+03:00,00:07+08:00,340|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LKPR,WIII,08:50+02:00,18:31+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,RJTT,16:27+03:00,01:55+09:00,360|RJTT,WIII,12:02+09:00,18:31+07:00,300
LKPR,WIII,08:50+02:00,00:48+07:00,2,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,RJTT,16:27+03:00,01:55+09:00,360|RJTT,WIII,18:19+09:00,00:48+07:00,320
LKPR,WIII,08:50+02:00,18:31+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,RJTT,18:53+03:00,03:21+09:00,320|RJTT,WIII,12:02+09:00,18:31+07:00,300
LKPR,WIII,08:50+02:00,00:48+07:00,2,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,RJTT,18:53+03:00,03:21+09:00,320|RJTT,WIII,18:19+09:00,00:48+07:00,320
LKPR,WIII,08:50+02:00,06:10+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,13:27+03:00,01:16+08:00,320|WMKK,WIII,02:10+08:00,06:10+07:00,300
LKPR,WIII,08:50+02:00,13:44+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,13:27+03:00,01:16+08:00,320|WMKK,WIII,09:44+08:00,13:44+07:00,340
LKPR,WIII,08:50+02:00,20:06+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,13:27+03:00,01:16+08:00,320|WMKK,WIII,16:06+08:00,20:06+07:00,300
LKPR,WIII,08:50+02:00,02:25+07:00,2,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,13:27+03:00,01:16+08:00,320|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,08:50+02:00,13:44+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,19:44+03:00,07:33+08:00,340|WMKK,WIII,09:44+08:00,13:44+07:00,340
LKPR,WIII,08:50+02:00,20:06+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,19:44+03:00,07:33+08:00,340|WMKK,WIII,16:06+08:00,20:06+07:00,300
LKPR,WIII,08:50+02:00,02:25+07:00,2,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WMKK,19:44+03:00,07:33+08:00,340|WMKK,WIII,22:25+08:00,02:25+07:00,340
LKPR,WIII,08:50+02:00,08:18+07:00,1,false|LKPR,LBSF,08:50+02:00,12:15+03:00,360|LBSF,WSSS,14:46+03:00,02:43+08:00,320|WSSS,WIII,05:21+08:00,08:18+07:00,340
