OMDB,SKBO,00:23+04:00,21:42-05:00,0,false|OMDB,SEQM,00:23+04:00,10:19-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
OMDB,EBCI,02:26+04:00,01:08+02:00,1,false|OMDB,VIDP,02:26+04:00,07:12+05:00,340|VIDP,LDZA,16:13+05:00,22:17+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,02:26+04:00,23:56+02:00,0,false|OMDB,VIDP,02:26+04:00,07:12+05:00,340|VIDP,EKCH,14:45+05:00,20:11+02:00,360|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,11:32+04:00,08:20+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LATI,22:32+05:00,03:20+02:00,340|LATI,EBCI,05:25+02:00,08:20+02:00,300
OMDB,EBCI,11:32+04:00,13:08+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LATI,22:32+05:00,03:20+02:00,340|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,11:32+04:00,22:31+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LATI,22:32+05:00,03:20+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,11:32+04:00,20:31+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LOWW,20:17+05:00,02:21+02:00,300|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,11:32+04:00,01:20+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,EBCI,18:11+05:00,01:20+02:00,360
OMDB,EBCI,11:32+04:00,09:30+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,UMMS,23:44+05:00,05:50+03:00,320|UMMS,EBCI,06:23+03:00,09:30+02:00,360
OMDB,EBCI,11:32+04:00,14:05+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,UMMS,23:44+05:00,05:50+03:00,320|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,11:32+04:00,19:24+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,UMMS,23:44+05:00,05:50+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,11:32+04:00,17:33+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LBSF,22:06+05:00,04:28+03:00,300|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,11:32+04:00,00:41+02:00,2,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LBSF,22:06+05:00,04:28+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,11:32+04:00,06:42+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,04:49+02:00,06:42+02:00,340
OMDB,EBCI,11:32+04:00,12:38+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,10:45+02:00,12:38+02:00,340
OMDB,EBCI,11:32+04:00,15:21+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,11:32+04:00,20:19+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,11:32+04:00,08:55+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,EKCH,23:59+05:00,05:25+02:00,340|EKCH,EBCI,06:57+02:00,08:55+02:00,360
OMDB,EBCI,11:32+04:00,15:09+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,EKCH,23:59+05:00,05:25+02:00,340|EKCH,EBCI,13:11+02:00,15:09+02:00,300
OMDB,EBCI,11:32+04:00,23:56+02:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,EKCH,23:59+05:00,05:25+02:00,340|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,14:03+04:00,06:14+02:00,2,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SBBR,21:55+05:00,08:39-03:00,300|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,14:03+04:00,11:13+02:00,2,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SBBR,21:55+05:00,08:39-03:00,300|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,14:03+04:00,08:20+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LATI,22:32+05:00,03:20+02:00,340|LATI,EBCI,05:25+02:00,08:20+02:00,300
OMDB,EBCI,14:03+04:00,13:08+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LATI,22:32+05:00,03:20+02:00,340|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,14:03+04:00,22:31+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LATI,22:32+05:00,03:20+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,14:03+04:00,20:31+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LOWW,20:17+05:00,02:21+02:00,300|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,14:03+04:00,09:30+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,UMMS,23:44+05:00,05:50+03:00,320|UMMS,EBCI,06:23+03:00,09:30+02:00,360
OMDB,EBCI,14:03+04:00,14:05+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,UMMS,23:44+05:00,05:50+03:00,320|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,14:03+04:00,19:24+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,UMMS,23:44+05:00,05:50+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,14:03+04:00,17:33+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LBSF,22:06+05:00,04:28+03:00,300|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,14:03+04:00,00:41+02:00,2,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LBSF,22:06+05:00,04:28+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,14:03+04:00,06:42+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,04:49+02:00,06:42+02:00,340
OMDB,EBCI,14:03+04:00,12:38+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,10:45+02:00,12:38+02:00,340
OMDB,EBCI,14:03+04:00,15:21+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,14:03+04:00,20:19+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,LKPR,20:22+05:00,02:37+02:00,320|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,14:03+04:00,08:55+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,EKCH,23:59+05:00,05:25+02:00,340|EKCH,EBCI,06:57+02:00,08:55+02:00,360
OMDB,EBCI,14:03+04:00,15:09+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,EKCH,23:59+05:00,05:25+02:00,340|EKCH,EBCI,13:11+02:00,15:09+02:00,300
OMDB,EBCI,14:03+04:00,23:56+02:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,EKCH,23:59+05:00,05:25+02:00,340|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,19:33+04:00,13:40+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SVMI,06:16+05:00,16:08-04:00,320|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:33+04:00,13:40+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SVMI,10:32+05:00,20:24-04:00,320|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:33+04:00,08:20+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LATI,00:30+05:00,05:18+02:00,360|LATI,EBCI,05:25+02:00,08:20+02:00,300
OMDB,EBCI,19:33+04:00,13:08+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LATI,00:30+05:00,05:18+02:00,360|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,19:33+04:00,22:31+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LATI,00:30+05:00,05:18+02:00,360|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,19:33+04:00,22:31+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LATI,11:39+05:00,16:27+02:00,300|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,19:33+04:00,07:59+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EBCI,00:50+05:00,07:59+02:00,340
OMDB,EBCI,19:33+04:00,15:19+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EBCI,08:10+05:00,15:19+02:00,340
OMDB,EBCI,19:33+04:00,19:46+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EBCI,12:37+05:00,19:46+02:00,300
OMDB,EBCI,19:33+04:00,01:20+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EBCI,18:11+05:00,01:20+02:00,360
OMDB,EBCI,19:33+04:00,14:05+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,UMMS,03:32+05:00,09:38+03:00,360|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,19:33+04:00,19:24+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,UMMS,03:32+05:00,09:38+03:00,360|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,19:33+04:00,19:24+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,UMMS,07:53+05:00,13:59+03:00,300|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,19:33+04:00,17:33+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LBSF,05:21+05:00,11:43+03:00,300|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,19:33+04:00,00:41+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LBSF,05:21+05:00,11:43+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:33+04:00,17:33+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LBSF,07:52+05:00,13:14+03:00,340|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,19:33+04:00,00:41+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LBSF,07:52+05:00,13:14+03:00,340|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:33+04:00,12:38+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LKPR,00:58+05:00,06:13+02:00,340|LKPR,EBCI,10:45+02:00,12:38+02:00,340
OMDB,EBCI,19:33+04:00,15:21+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LKPR,00:58+05:00,06:13+02:00,340|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,19:33+04:00,20:19+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LKPR,00:58+05:00,06:13+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,19:33+04:00,20:19+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LKPR,09:22+05:00,15:37+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,19:33+04:00,01:08+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LDZA,05:46+05:00,11:50+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:33+04:00,01:08+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LDZA,12:30+05:00,18:34+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:33+04:00,01:08+02:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,LDZA,16:13+05:00,22:17+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:33+04:00,15:09+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EKCH,06:03+05:00,12:29+02:00,300|EKCH,EBCI,13:11+02:00,15:09+02:00,300
OMDB,EBCI,19:33+04:00,23:56+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EKCH,06:03+05:00,12:29+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,19:33+04:00,23:56+02:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,EKCH,14:45+05:00,20:11+02:00,360|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,04:28+04:00,18:25+02:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,SEQM,17:14+09:00,17:49-05:00,320|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,04:28+04:00,18:25+02:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,SEQM,20:48+09:00,20:23-05:00,300|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,04:28+04:00,22:31+02:00,0,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,LATI,21:00+09:00,16:56+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,04:28+04:00,20:31+02:00,0,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,LOWW,19:09+09:00,15:44+02:00,360|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,04:28+04:00,00:41+02:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,LBSF,19:00+09:00,16:22+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,04:28+04:00,20:19+02:00,0,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,LKPR,22:12+09:00,18:01+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,04:28+04:00,01:08+02:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,04:28+04:00,01:08+02:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,LDZA,22:32+09:00,18:43+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,04:28+04:00,23:56+02:00,0,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,EKCH,17:19+09:00,14:50+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,14:16+04:00,06:14+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,05:33+09:00,05:11-03:00,300|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,14:16+04:00,11:13+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,05:33+09:00,05:11-03:00,300|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,14:16+04:00,06:14+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,14:16+04:00,11:13+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,14:16+04:00,08:20+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,05:31+09:00,00:27+02:00,360|LATI,EBCI,05:25+02:00,08:20+02:00,300
OMDB,EBCI,14:16+04:00,13:08+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,05:31+09:00,00:27+02:00,360|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,14:16+04:00,22:31+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,05:31+09:00,00:27+02:00,360|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,14:16+04:00,08:20+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,EBCI,05:25+02:00,08:20+02:00,300
OMDB,EBCI,14:16+04:00,13:08+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,14:16+04:00,22:31+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,14:16+04:00,22:31+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LATI,21:00+09:00,16:56+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,14:16+04:00,20:31+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LOWW,14:25+09:00,10:00+02:00,300|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,14:16+04:00,20:31+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LOWW,19:09+09:00,15:44+02:00,360|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,14:16+04:00,14:05+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,14:16+04:00,19:24+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,14:16+04:00,14:05+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,14:16+04:00,19:24+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,14:16+04:00,17:33+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,14:16+04:00,00:41+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,14:16+04:00,00:41+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LBSF,19:00+09:00,16:22+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,14:16+04:00,12:38+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LKPR,11:07+09:00,07:56+02:00,320|LKPR,EBCI,10:45+02:00,12:38+02:00,340
OMDB,EBCI,14:16+04:00,15:21+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LKPR,11:07+09:00,07:56+02:00,320|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,14:16+04:00,20:19+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LKPR,11:07+09:00,07:56+02:00,320|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,14:16+04:00,15:21+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LKPR,15:33+09:00,11:22+02:00,340|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,14:16+04:00,20:19+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LKPR,15:33+09:00,11:22+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,14:16+04:00,20:19+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LKPR,22:12+09:00,18:01+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,14:16+04:00,14:21+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LDZA,07:26+09:00,03:37+02:00,300|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,14:16+04:00,01:08+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LDZA,07:26+09:00,03:37+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,14:16+04:00,01:08+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,14:16+04:00,01:08+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,LDZA,22:32+09:00,18:43+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,14:16+04:00,08:55+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,EKCH,07:51+09:00,04:22+02:00,360|EKCH,EBCI,06:57+02:00,08:55+02:00,360
OMDB,EBCI,14:16+04:00,15:09+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,EKCH,07:51+09:00,04:22+02:00,360|EKCH,EBCI,13:11+02:00,15:09+02:00,300
OMDB,EBCI,14:16+04:00,23:56+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,EKCH,07:51+09:00,04:22+02:00,360|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,14:16+04:00,23:56+02:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,EKCH,17:19+09:00,14:50+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,14:16+04:00,01:20+02:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,VIDP,09:43+09:00,14:20+05:00,340|VIDP,EBCI,18:11+05:00,01:20+02:00,360
OMDB,EBCI,19:25+04:00,02:20+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,EBCI,09:37-04:00,02:20+02:00,300
OMDB,EBCI,19:25+04:00,13:40+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:25+04:00,13:40+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SVMI,13:28+09:00,12:53-04:00,300|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:25+04:00,06:14+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,19:25+04:00,11:13+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,19:25+04:00,07:35+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,EBCI,11:50-04:00,07:35+02:00,320
OMDB,EBCI,19:25+04:00,13:28+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,EBCI,17:43-04:00,13:28+02:00,360
OMDB,EBCI,19:25+04:00,08:20+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,EBCI,05:25+02:00,08:20+02:00,300
OMDB,EBCI,19:25+04:00,13:08+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,19:25+04:00,22:31+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,19:25+04:00,22:31+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LATI,21:00+09:00,16:56+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,19:25+04:00,20:31+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LOWW,14:25+09:00,10:00+02:00,300|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,19:25+04:00,20:31+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LOWW,19:09+09:00,15:44+02:00,360|LOWW,EBCI,17:23+02:00,20:31+02:00,360
OMDB,EBCI,19:25+04:00,14:05+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,19:25+04:00,19:24+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
