UMMS,SKBO,03:40+03:00,21:42-05:00,0,false|148,UMMS,SEQM,03:40+03:00,10:35-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,OMDB,18:04+03:00,07:47+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1350,RKSI,LDZA,07:26+09:00,03:37+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,18:04+03:00,07:47+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1352,RKSI,LDZA,17:20+09:00,13:31+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,18:04+03:00,07:47+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1354,RKSI,LDZA,22:32+09:00,18:43+02:00,340|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,18:04+03:00,20:30+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1440,RKSI,VIDP,09:43+09:00,14:20+05:00,340|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300
UMMS,OMDB,18:04+03:00,21:47+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1440,RKSI,VIDP,09:43+09:00,14:20+05:00,340|1455,VIDP,OMDB,18:01+05:00,21:47+04:00,320
UMMS,OMDB,18:04+03:00,01:53+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1469,RKSI,VTBS,11:54+09:00,14:16+07:00,320|1497,VTBS,OMDB,20:44+07:00,01:53+04:00,340
UMMS,OMDB,18:04+03:00,01:53+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1471,RKSI,VTBS,15:18+09:00,18:40+07:00,360|1497,VTBS,OMDB,20:44+07:00,01:53+04:00,340
UMMS,OMDB,18:04+03:00,07:14+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1475,RKSI,OMDB,05:52+09:00,07:14+04:00,300
UMMS,OMDB,18:04+03:00,09:17+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1477,RKSI,OMDB,07:55+09:00,09:17+04:00,300
UMMS,OMDB,18:04+03:00,14:11+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1479,RKSI,OMDB,12:49+09:00,14:11+04:00,300
UMMS,OMDB,18:04+03:00,00:48+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1481,RKSI,OMDB,22:26+09:00,00:48+04:00,340
UMMS,OMDB,18:04+03:00,11:38+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1485,RKSI,ZBAA,06:23+09:00,07:49+08:00,360|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320
UMMS,OMDB,18:04+03:00,20:45+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1485,RKSI,ZBAA,06:23+09:00,07:49+08:00,360|1516,ZBAA,OMDB,17:13+08:00,20:45+04:00,300
UMMS,OMDB,18:04+03:00,01:00+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1485,RKSI,ZBAA,06:23+09:00,07:49+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340
UMMS,OMDB,18:04+03:00,20:45+04:00,1,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1487,RKSI,ZBAA,12:09+09:00,13:35+08:00,340|1516,ZBAA,OMDB,17:13+08:00,20:45+04:00,300
UMMS,OMDB,18:04+03:00,01:00+04:00,2,false|1151,UMMS,RKSI,18:04+03:00,04:47+09:00,320|1487,RKSI,ZBAA,12:09+09:00,13:35+08:00,340|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340
UMMS,OMDB,00:12+03:00,22:24+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|207,SEQM,OMDB,18:28-05:00,22:24+04:00,320
UMMS,OMDB,00:12+03:00,21:43+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|354,VTBS,SVMI,14:46+07:00,15:09-04:00,340|359,SVMI,OMDB,20:57-04:00,21:43+04:00,300
UMMS,OMDB,00:12+03:00,19:32+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|505,SBBR,OMDB,20:35-03:00,19:32+04:00,320
UMMS,OMDB,00:12+03:00,21:41+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300|727,SLLP,OMDB,18:02-04:00,21:41+04:00,340
UMMS,OMDB,00:12+03:00,22:21+04:00,0,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|955,LATI,OMDB,14:37+02:00,22:21+04:00,320
UMMS,OMDB,00:12+03:00,07:21+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,00:12+03:00,07:21+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|952,VTBS,LATI,21:34+07:00,22:38+02:00,360|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,00:12+03:00,07:47+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|1360,VTBS,LDZA,14:34+07:00,15:06+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,00:12+03:00,07:47+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|1362,VTBS,LDZA,20:30+07:00,21:02+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,00:12+03:00,17:49+04:00,0,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|1495,VTBS,OMDB,12:40+07:00,17:49+04:00,300
UMMS,OMDB,00:12+03:00,01:53+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|1497,VTBS,OMDB,20:44+07:00,01:53+04:00,340
UMMS,OMDB,00:12+03:00,17:04+04:00,1,false|1153,UMMS,VTBS,00:12+03:00,11:08+07:00,360|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300
UMMS,OMDB,06:53+03:00,07:21+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|952,VTBS,LATI,21:34+07:00,22:38+02:00,360|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,06:53+03:00,07:47+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1362,VTBS,LDZA,20:30+07:00,21:02+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,06:53+03:00,07:14+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1475,RKSI,OMDB,05:52+09:00,07:14+04:00,300
UMMS,OMDB,06:53+03:00,09:17+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1477,RKSI,OMDB,07:55+09:00,09:17+04:00,300
UMMS,OMDB,06:53+03:00,14:11+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1479,RKSI,OMDB,12:49+09:00,14:11+04:00,300
UMMS,OMDB,06:53+03:00,00:48+04:00,2,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1481,RKSI,OMDB,22:26+09:00,00:48+04:00,340
UMMS,OMDB,06:53+03:00,01:53+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1497,VTBS,OMDB,20:44+07:00,01:53+04:00,340
UMMS,OMDB,06:53+03:00,06:56+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|1512,ZBAA,OMDB,03:24+08:00,06:56+04:00,300
UMMS,OMDB,06:53+03:00,11:38+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320
UMMS,OMDB,06:53+03:00,20:45+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|1516,ZBAA,OMDB,17:13+08:00,20:45+04:00,300
UMMS,OMDB,06:53+03:00,01:00+04:00,2,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340
UMMS,OMDB,06:53+03:00,17:04+04:00,1,false|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300
UMMS,OMDB,17:02+03:00,22:21+04:00,1,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|955,LATI,OMDB,14:37+02:00,22:21+04:00,320
UMMS,OMDB,17:02+03:00,07:21+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,17:02+03:00,07:21+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|952,VTBS,LATI,21:34+07:00,22:38+02:00,360|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,17:02+03:00,18:36+04:00,1,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|1251,LBSF,OMDB,11:13+03:00,18:36+04:00,300
UMMS,OMDB,17:02+03:00,01:39+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|1253,LBSF,OMDB,18:16+03:00,01:39+04:00,340
UMMS,OMDB,17:02+03:00,17:04+04:00,1,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1356,VTBS,LDZA,05:56+07:00,06:28+02:00,320|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360
UMMS,OMDB,17:02+03:00,07:47+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1356,VTBS,LDZA,05:56+07:00,06:28+02:00,320|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,17:02+03:00,17:04+04:00,1,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1358,VTBS,LDZA,06:04+07:00,07:36+02:00,300|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360
UMMS,OMDB,17:02+03:00,07:47+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1358,VTBS,LDZA,06:04+07:00,07:36+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,17:02+03:00,07:47+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1360,VTBS,LDZA,14:34+07:00,15:06+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,17:02+03:00,07:47+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1362,VTBS,LDZA,20:30+07:00,21:02+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,17:02+03:00,00:48+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1470,VTBS,RKSI,10:48+07:00,17:10+09:00,360|1481,RKSI,OMDB,22:26+09:00,00:48+04:00,340
UMMS,OMDB,17:02+03:00,12:59+04:00,1,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1493,VTBS,OMDB,07:50+07:00,12:59+04:00,300
UMMS,OMDB,17:02+03:00,17:49+04:00,1,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1495,VTBS,OMDB,12:40+07:00,17:49+04:00,300
UMMS,OMDB,17:02+03:00,01:53+04:00,2,false|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320|1497,VTBS,OMDB,20:44+07:00,01:53+04:00,340
UMMS,OMDB,23:57+03:00,22:24+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|207,SEQM,OMDB,18:28-05:00,22:24+04:00,320
UMMS,OMDB,23:57+03:00,21:43+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|354,VTBS,SVMI,14:46+07:00,15:09-04:00,340|359,SVMI,OMDB,20:57-04:00,21:43+04:00,300
UMMS,OMDB,23:57+03:00,19:32+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|505,SBBR,OMDB,20:35-03:00,19:32+04:00,320
UMMS,OMDB,23:57+03:00,21:41+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300|727,SLLP,OMDB,18:02-04:00,21:41+04:00,340
UMMS,OMDB,23:57+03:00,22:21+04:00,1,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|955,LATI,OMDB,14:37+02:00,22:21+04:00,320
UMMS,OMDB,23:57+03:00,07:21+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,23:57+03:00,07:21+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|952,VTBS,LATI,21:34+07:00,22:38+02:00,360|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,23:57+03:00,07:47+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|1360,VTBS,LDZA,14:34+07:00,15:06+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,23:57+03:00,07:47+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|1362,VTBS,LDZA,20:30+07:00,21:02+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,23:57+03:00,17:49+04:00,1,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|1495,VTBS,OMDB,12:40+07:00,17:49+04:00,300
UMMS,OMDB,23:57+03:00,01:53+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|1497,VTBS,OMDB,20:44+07:00,01:53+04:00,340
UMMS,OMDB,23:57+03:00,17:04+04:00,2,false|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300
UMMS,OMDB,02:25+03:00,09:15+04:00,0,false|1161,UMMS,OMDB,02:25+03:00,09:15+04:00,300
UMMS,OMDB,08:35+03:00,15:25+04:00,0,false|1163,UMMS,OMDB,08:35+03:00,15:25+04:00,340
UMMS,OMDB,17:22+03:00,00:12+04:00,1,false|1165,UMMS,OMDB,17:22+03:00,00:12+04:00,360
UMMS,OMDB,19:05+03:00,02:55+04:00,1,false|1167,UMMS,OMDB,19:05+03:00,02:55+04:00,300
UMMS,OMDB,07:46+03:00,19:32+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360|505,SBBR,OMDB,20:35-03:00,19:32+04:00,320
UMMS,OMDB,07:46+03:00,01:39+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|1253,LBSF,OMDB,18:16+03:00,01:39+04:00,340
UMMS,OMDB,07:46+03:00,07:47+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1376,ZBAA,LDZA,21:21+08:00,17:13+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,07:46+03:00,00:48+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1488,ZBAA,RKSI,17:30+08:00,20:56+09:00,300|1481,RKSI,OMDB,22:26+09:00,00:48+04:00,340
UMMS,OMDB,07:46+03:00,00:48+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1490,ZBAA,RKSI,19:49+08:00,22:15+09:00,360|1481,RKSI,OMDB,22:26+09:00,00:48+04:00,340
UMMS,OMDB,07:46+03:00,20:45+04:00,0,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1516,ZBAA,OMDB,17:13+08:00,20:45+04:00,300
UMMS,OMDB,07:46+03:00,01:00+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340
UMMS,OMDB,07:46+03:00,11:25+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|1524,WMKK,OMDB,07:34+08:00,11:25+04:00,320
UMMS,OMDB,07:46+03:00,12:04+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|1526,WMKK,OMDB,08:13+08:00,12:04+04:00,360
UMMS,OMDB,07:46+03:00,01:57+04:00,2,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|1528,WMKK,OMDB,21:06+08:00,01:57+04:00,320
UMMS,OMDB,07:46+03:00,12:13+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|1532,WSSS,OMDB,08:17+08:00,12:13+04:00,300
UMMS,OMDB,07:46+03:00,21:01+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|1534,WSSS,OMDB,17:05+08:00,21:01+04:00,340
UMMS,OMDB,07:46+03:00,14:49+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|1536,WIII,OMDB,06:59+07:00,14:49+04:00,320
UMMS,OMDB,07:46+03:00,17:10+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|1538,WIII,OMDB,09:20+07:00,17:10+04:00,320
UMMS,OMDB,07:46+03:00,00:44+04:00,2,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|1540,WIII,OMDB,16:54+07:00,00:44+04:00,340
UMMS,OMDB,07:46+03:00,12:42+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|1542,RPLL,OMDB,09:52+08:00,12:42+04:00,320
UMMS,OMDB,07:46+03:00,18:36+04:00,1,false|1169,UMMS,ZBAA,07:46+03:00,16:12+08:00,360|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|1544,RPLL,OMDB,15:46+08:00,18:36+04:00,360
UMMS,OMDB,12:21+03:00,10:02+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360
UMMS,OMDB,12:21+03:00,20:30+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300
UMMS,OMDB,12:21+03:00,21:47+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|1455,VIDP,OMDB,18:01+05:00,21:47+04:00,320
UMMS,OMDB,12:21+03:00,01:00+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340
UMMS,OMDB,12:21+03:00,11:25+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|1524,WMKK,OMDB,07:34+08:00,11:25+04:00,320
UMMS,OMDB,12:21+03:00,12:04+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|1526,WMKK,OMDB,08:13+08:00,12:04+04:00,360
UMMS,OMDB,12:21+03:00,01:57+04:00,2,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|1528,WMKK,OMDB,21:06+08:00,01:57+04:00,320
UMMS,OMDB,12:21+03:00,14:49+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|1536,WIII,OMDB,06:59+07:00,14:49+04:00,320
UMMS,OMDB,12:21+03:00,17:10+04:00,1,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|1538,WIII,OMDB,09:20+07:00,17:10+04:00,320
UMMS,OMDB,12:21+03:00,00:44+04:00,2,false|1171,UMMS,ZBAA,12:21+03:00,21:47+08:00,320|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|1540,WIII,OMDB,16:54+07:00,00:44+04:00,340
UMMS,OMDB,16:56+03:00,22:21+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|955,LATI,OMDB,14:37+02:00,22:21+04:00,320
UMMS,OMDB,16:56+03:00,07:21+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|957,LATI,OMDB,23:37+02:00,07:21+04:00,320
UMMS,OMDB,16:56+03:00,13:48+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1256,ZBAA,LBSF,04:21+08:00,02:38+03:00,300|1249,LBSF,OMDB,06:25+03:00,13:48+04:00,340
UMMS,OMDB,16:56+03:00,18:36+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1256,ZBAA,LBSF,04:21+08:00,02:38+03:00,300|1251,LBSF,OMDB,11:13+03:00,18:36+04:00,300
UMMS,OMDB,16:56+03:00,01:39+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1256,ZBAA,LBSF,04:21+08:00,02:38+03:00,300|1253,LBSF,OMDB,18:16+03:00,01:39+04:00,340
UMMS,OMDB,16:56+03:00,18:36+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1258,ZBAA,LBSF,10:02+08:00,08:19+03:00,300|1251,LBSF,OMDB,11:13+03:00,18:36+04:00,300
UMMS,OMDB,16:56+03:00,01:39+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1258,ZBAA,LBSF,10:02+08:00,08:19+03:00,300|1253,LBSF,OMDB,18:16+03:00,01:39+04:00,340
UMMS,OMDB,16:56+03:00,01:39+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|1253,LBSF,OMDB,18:16+03:00,01:39+04:00,340
UMMS,OMDB,16:56+03:00,12:28+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1370,ZBAA,LDZA,05:45+08:00,01:37+02:00,300|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340
UMMS,OMDB,16:56+03:00,17:04+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1370,ZBAA,LDZA,05:45+08:00,01:37+02:00,300|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360
UMMS,OMDB,16:56+03:00,07:47+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1370,ZBAA,LDZA,05:45+08:00,01:37+02:00,300|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,16:56+03:00,17:04+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1372,ZBAA,LDZA,10:12+08:00,06:04+02:00,340|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360
UMMS,OMDB,16:56+03:00,07:47+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1372,ZBAA,LDZA,10:12+08:00,06:04+02:00,340|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,16:56+03:00,17:04+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360
UMMS,OMDB,16:56+03:00,07:47+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,16:56+03:00,07:47+04:00,2,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1376,ZBAA,LDZA,21:21+08:00,17:13+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340
UMMS,OMDB,16:56+03:00,20:30+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1458,ZBAA,VIDP,02:45+08:00,08:24+05:00,340|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300
UMMS,OMDB,16:56+03:00,21:47+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1458,ZBAA,VIDP,02:45+08:00,08:24+05:00,340|1455,VIDP,OMDB,18:01+05:00,21:47+04:00,320
UMMS,OMDB,16:56+03:00,20:30+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1460,ZBAA,VIDP,10:20+08:00,16:59+05:00,300|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300
UMMS,OMDB,16:56+03:00,21:47+04:00,1,false|1173,UMMS,ZBAA,16:56+03:00,01:22+08:00,340|1460,ZBAA,VIDP,10:20+08:00,16:59+05:00,300|1455,VIDP,OMDB,18:01+05:00,21:47+04:00,320
