VIDP,SKBO,00:44+05:00,21:42-05:00,0,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,LKPR,23:59+05:00,06:26+02:00,2,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1083,EBCI,LKPR,04:33+02:00,06:26+02:00,340
VIDP,LKPR,23:59+05:00,09:02+02:00,2,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1085,EBCI,LKPR,07:09+02:00,09:02+02:00,320
VIDP,LKPR,23:59+05:00,17:45+02:00,2,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1087,EBCI,LKPR,15:52+02:00,17:45+02:00,320
VIDP,LKPR,23:59+05:00,01:44+02:00,2,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1100,EKCH,EBCI,21:58+02:00,23:56+02:00,320|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360
VIDP,LKPR,23:59+05:00,19:45+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1128,EKCH,UMMS,11:30+02:00,15:50+03:00,320|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320
VIDP,LKPR,23:59+05:00,19:45+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1130,EKCH,UMMS,12:15+02:00,16:35+03:00,320|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320
VIDP,LKPR,23:59+05:00,07:22+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320
VIDP,LKPR,23:59+05:00,08:50+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300
VIDP,LKPR,23:59+05:00,15:04+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320
VIDP,LKPR,23:59+05:00,23:16+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,23:59+05:00,01:51+02:00,2,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,23:59+05:00,01:51+02:00,2,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,23:59+05:00,19:03+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|1310,EHAM,LKPR,17:08+02:00,19:03+02:00,340
VIDP,LKPR,23:59+05:00,21:50+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|1312,EHAM,LKPR,19:55+02:00,21:50+02:00,360
VIDP,LKPR,23:59+05:00,19:03+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|1310,EHAM,LKPR,17:08+02:00,19:03+02:00,340
VIDP,LKPR,23:59+05:00,21:50+02:00,1,false|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|1312,EHAM,LKPR,19:55+02:00,21:50+02:00,360
VIDP,LKPR,03:19+05:00,16:19+02:00,1,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|196,RKSI,SEQM,17:14+09:00,17:49-05:00,320|161,SEQM,LKPR,19:33-05:00,16:19+02:00,300
VIDP,LKPR,03:19+05:00,15:09+02:00,1,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,03:19+05:00,23:49+02:00,0,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|946,RKSI,LATI,21:00+09:00,16:56+02:00,340|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,03:19+05:00,19:26+02:00,0,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|1070,RKSI,LOWW,19:09+09:00,15:44+02:00,360|1043,LOWW,LKPR,17:06+02:00,19:26+02:00,300
VIDP,LKPR,03:19+05:00,20:24+02:00,0,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|1242,RKSI,LBSF,19:00+09:00,16:22+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360
VIDP,LKPR,03:19+05:00,18:01+02:00,0,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,03:19+05:00,01:51+02:00,1,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|1352,RKSI,LDZA,17:20+09:00,13:31+02:00,300|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,03:19+05:00,01:51+02:00,1,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|1354,RKSI,LDZA,22:32+09:00,18:43+02:00,340|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,03:19+05:00,23:16+02:00,0,false|1437,VIDP,RKSI,03:19+05:00,16:56+09:00,320|1430,RKSI,EKCH,17:19+09:00,14:50+02:00,300|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,08:27+05:00,18:01+02:00,0,false|1439,VIDP,RKSI,08:27+05:00,21:04+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,08:27+05:00,01:51+02:00,1,false|1439,VIDP,RKSI,08:27+05:00,21:04+09:00,360|1354,RKSI,LDZA,22:32+09:00,18:43+02:00,340|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,23:44+05:00,16:19+02:00,2,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|196,RKSI,SEQM,17:14+09:00,17:49-05:00,320|161,SEQM,LKPR,19:33-05:00,16:19+02:00,300
VIDP,LKPR,23:44+05:00,15:42+02:00,2,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|348,RKSI,SVMI,13:28+09:00,12:53-04:00,300|317,SVMI,LKPR,21:05-04:00,15:42+02:00,300
VIDP,LKPR,23:44+05:00,15:09+02:00,2,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,23:44+05:00,23:49+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|946,RKSI,LATI,21:00+09:00,16:56+02:00,340|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,23:44+05:00,15:54+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1068,RKSI,LOWW,14:25+09:00,10:00+02:00,300|1041,LOWW,LKPR,13:34+02:00,15:54+02:00,340
VIDP,LKPR,23:44+05:00,19:26+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1068,RKSI,LOWW,14:25+09:00,10:00+02:00,300|1043,LOWW,LKPR,17:06+02:00,19:26+02:00,300
VIDP,LKPR,23:44+05:00,19:26+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1070,RKSI,LOWW,19:09+09:00,15:44+02:00,360|1043,LOWW,LKPR,17:06+02:00,19:26+02:00,300
VIDP,LKPR,23:44+05:00,20:24+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1242,RKSI,LBSF,19:00+09:00,16:22+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360
VIDP,LKPR,23:44+05:00,11:22+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340
VIDP,LKPR,23:44+05:00,18:01+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,23:44+05:00,01:51+02:00,2,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1352,RKSI,LDZA,17:20+09:00,13:31+02:00,300|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,23:44+05:00,01:51+02:00,2,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1354,RKSI,LDZA,22:32+09:00,18:43+02:00,340|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,23:44+05:00,23:16+02:00,1,false|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|1430,RKSI,EKCH,17:19+09:00,14:50+02:00,300|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,00:06+05:00,16:19+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|161,SEQM,LKPR,19:33-05:00,16:19+02:00,300
VIDP,LKPR,00:06+05:00,15:42+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|354,VTBS,SVMI,14:46+07:00,15:09-04:00,340|317,SVMI,LKPR,21:05-04:00,15:42+02:00,300
VIDP,LKPR,00:06+05:00,15:09+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,00:06+05:00,16:42+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300|681,SLLP,LKPR,19:07-04:00,16:42+02:00,360
VIDP,LKPR,00:06+05:00,19:45+02:00,0,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|907,LATI,LKPR,16:24+02:00,19:45+02:00,300
VIDP,LKPR,00:06+05:00,23:49+02:00,0,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,00:06+05:00,01:51+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1360,VTBS,LDZA,14:34+07:00,15:06+02:00,300|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,00:06+05:00,01:51+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1362,VTBS,LDZA,20:30+07:00,21:02+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,00:06+05:00,23:16+02:00,0,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,00:06+05:00,23:16+02:00,0,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1436,VTBS,EKCH,18:29+07:00,20:21+02:00,360|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,00:06+05:00,07:56+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1324,RKSI,LKPR,11:07+09:00,07:56+02:00,320
VIDP,LKPR,00:06+05:00,11:22+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340
VIDP,LKPR,00:06+05:00,18:01+02:00,1,false|1443,VIDP,VTBS,00:06+05:00,12:01+07:00,300|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,16:02+05:00,15:42+02:00,2,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|354,VTBS,SVMI,14:46+07:00,15:09-04:00,340|317,SVMI,LKPR,21:05-04:00,15:42+02:00,300
VIDP,LKPR,16:02+05:00,19:45+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|907,LATI,LKPR,16:24+02:00,19:45+02:00,300
VIDP,LKPR,16:02+05:00,23:49+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,16:02+05:00,19:45+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1156,VTBS,UMMS,08:40+07:00,11:36+03:00,320|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320
VIDP,LKPR,16:02+05:00,17:24+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|1205,LBSF,LKPR,15:59+03:00,17:24+02:00,300
VIDP,LKPR,16:02+05:00,20:24+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360
VIDP,LKPR,16:02+05:00,01:51+02:00,2,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1356,VTBS,LDZA,05:56+07:00,06:28+02:00,320|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,16:02+05:00,01:51+02:00,2,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1358,VTBS,LDZA,06:04+07:00,07:36+02:00,300|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,16:02+05:00,01:51+02:00,2,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1360,VTBS,LDZA,14:34+07:00,15:06+02:00,300|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,16:02+05:00,01:51+02:00,2,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1362,VTBS,LDZA,20:30+07:00,21:02+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,16:02+05:00,23:16+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,16:02+05:00,23:16+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1436,VTBS,EKCH,18:29+07:00,20:21+02:00,360|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320
VIDP,LKPR,16:02+05:00,18:01+02:00,1,false|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|1470,VTBS,RKSI,10:48+07:00,17:10+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,00:29+05:00,15:42+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|358,OMDB,SVMI,08:34+04:00,17:20-04:00,320|317,SVMI,LKPR,21:05-04:00,15:42+02:00,300
VIDP,LKPR,00:29+05:00,15:09+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|500,OMDB,SBBR,05:23+04:00,14:20-03:00,300|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,00:29+05:00,15:09+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|502,OMDB,SBBR,11:53+04:00,20:50-03:00,340|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,00:29+05:00,14:18+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|954,OMDB,LATI,05:26+04:00,09:10+02:00,300|905,LATI,LKPR,11:57+02:00,14:18+02:00,320
VIDP,LKPR,00:29+05:00,19:45+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|954,OMDB,LATI,05:26+04:00,09:10+02:00,300|907,LATI,LKPR,16:24+02:00,19:45+02:00,300
VIDP,LKPR,00:29+05:00,23:49+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|954,OMDB,LATI,05:26+04:00,09:10+02:00,300|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,00:29+05:00,23:49+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|956,OMDB,LATI,14:52+04:00,18:36+02:00,360|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,00:29+05:00,19:45+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1164,OMDB,UMMS,06:38+04:00,11:28+03:00,300|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320
VIDP,LKPR,00:29+05:00,20:24+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1252,OMDB,LBSF,11:12+04:00,16:35+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360
VIDP,LKPR,00:29+05:00,01:51+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1366,OMDB,LDZA,15:46+04:00,20:58+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,00:29+05:00,18:01+02:00,0,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1476,OMDB,RKSI,04:28+04:00,16:50+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,00:29+05:00,07:56+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1324,RKSI,LKPR,11:07+09:00,07:56+02:00,320
VIDP,LKPR,00:29+05:00,11:22+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340
VIDP,LKPR,00:29+05:00,18:01+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,00:29+05:00,07:56+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1324,RKSI,LKPR,11:07+09:00,07:56+02:00,320
VIDP,LKPR,00:29+05:00,11:22+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340
VIDP,LKPR,00:29+05:00,18:01+02:00,1,false|1449,VIDP,OMDB,00:29+05:00,03:15+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,07:16+05:00,15:09+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|502,OMDB,SBBR,11:53+04:00,20:50-03:00,340|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,07:16+05:00,23:49+02:00,0,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|956,OMDB,LATI,14:52+04:00,18:36+02:00,360|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,07:16+05:00,20:24+02:00,0,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1252,OMDB,LBSF,11:12+04:00,16:35+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360
VIDP,LKPR,07:16+05:00,01:51+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1366,OMDB,LDZA,15:46+04:00,20:58+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,07:16+05:00,06:38+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1368,OMDB,LDZA,22:36+04:00,03:48+02:00,320|1294,LDZA,LKPR,04:55+02:00,06:38+02:00,320
VIDP,LKPR,07:16+05:00,01:51+02:00,2,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1368,OMDB,LDZA,22:36+04:00,03:48+02:00,320|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,07:16+05:00,07:56+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1324,RKSI,LKPR,11:07+09:00,07:56+02:00,320
VIDP,LKPR,07:16+05:00,11:22+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340
VIDP,LKPR,07:16+05:00,18:01+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,07:16+05:00,07:56+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1324,RKSI,LKPR,11:07+09:00,07:56+02:00,320
VIDP,LKPR,07:16+05:00,11:22+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340
VIDP,LKPR,07:16+05:00,18:01+02:00,1,false|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
VIDP,LKPR,17:44+05:00,07:53+02:00,1,false|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|903,LATI,LKPR,04:32+02:00,07:53+02:00,300
VIDP,LKPR,17:44+05:00,14:18+02:00,1,false|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|905,LATI,LKPR,11:57+02:00,14:18+02:00,320
VIDP,LKPR,17:44+05:00,19:45+02:00,1,false|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|907,LATI,LKPR,16:24+02:00,19:45+02:00,300
VIDP,LKPR,17:44+05:00,23:49+02:00,1,false|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,17:44+05:00,06:38+02:00,1,false|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300|1368,OMDB,LDZA,22:36+04:00,03:48+02:00,320|1294,LDZA,LKPR,04:55+02:00,06:38+02:00,320
VIDP,LKPR,17:44+05:00,01:51+02:00,2,false|1453,VIDP,OMDB,17:44+05:00,20:30+04:00,300|1368,OMDB,LDZA,22:36+04:00,03:48+02:00,320|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,18:01+05:00,06:38+02:00,1,false|1455,VIDP,OMDB,18:01+05:00,21:47+04:00,320|1368,OMDB,LDZA,22:36+04:00,03:48+02:00,320|1294,LDZA,LKPR,04:55+02:00,06:38+02:00,320
VIDP,LKPR,18:01+05:00,01:51+02:00,2,false|1455,VIDP,OMDB,18:01+05:00,21:47+04:00,320|1368,OMDB,LDZA,22:36+04:00,03:48+02:00,320|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,00:35+05:00,16:19+02:00,1,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|214,ZBAA,SEQM,13:15+08:00,14:44-05:00,300|161,SEQM,LKPR,19:33-05:00,16:19+02:00,300
VIDP,LKPR,00:35+05:00,15:42+02:00,1,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320|317,SVMI,LKPR,21:05-04:00,15:42+02:00,300
VIDP,LKPR,00:35+05:00,15:09+02:00,1,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360|469,SBBR,LKPR,21:23-03:00,15:09+02:00,300
VIDP,LKPR,00:35+05:00,14:18+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|905,LATI,LKPR,11:57+02:00,14:18+02:00,320
VIDP,LKPR,00:35+05:00,19:45+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|907,LATI,LKPR,16:24+02:00,19:45+02:00,300
VIDP,LKPR,00:35+05:00,23:49+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|909,LATI,LKPR,20:28+02:00,23:49+02:00,360
VIDP,LKPR,00:35+05:00,19:45+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320
VIDP,LKPR,00:35+05:00,17:24+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|1205,LBSF,LKPR,15:59+03:00,17:24+02:00,300
VIDP,LKPR,00:35+05:00,20:24+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360
VIDP,LKPR,00:35+05:00,01:51+02:00,1,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,00:35+05:00,01:51+02:00,1,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|1376,ZBAA,LDZA,21:21+08:00,17:13+02:00,360|1296,LDZA,LKPR,23:08+02:00,01:51+02:00,320
VIDP,LKPR,00:35+05:00,18:01+02:00,0,false|1457,VIDP,ZBAA,00:35+05:00,12:14+08:00,320|1488,ZBAA,RKSI,17:30+08:00,20:56+09:00,300|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340
