LBSF,SKBO,02:46+03:00,21:42-05:00,0,false|LBSF,SEQM,02:46+03:00,09:29-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,WIII,19:54+03:00,13:12+07:00,2,false|LBSF,VIDP,19:54+03:00,05:16+05:00,300|VIDP,OMDB,18:01+05:00,21:47+04:00,320|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,19:54+03:00,05:25+07:00,2,false|LBSF,VIDP,19:54+03:00,05:16+05:00,300|VIDP,ZBAA,08:35+05:00,20:14+08:00,360|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,05:44+03:00,19:29+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,SEQM,17:14+09:00,17:49-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,05:44+03:00,19:29+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,SEQM,20:48+09:00,20:23-05:00,300|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,05:44+03:00,20:11+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,SVMI,23:58+09:00,22:23-04:00,300|SVMI,WIII,23:04-04:00,20:11+07:00,340
LBSF,WIII,05:44+03:00,14:26+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,SBBR,20:11+09:00,20:49-03:00,300|SBBR,WIII,21:12-03:00,14:26+07:00,360
LBSF,WIII,05:44+03:00,20:17+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,SLLP,19:52+09:00,20:43-04:00,340|SLLP,WIII,23:14-04:00,20:17+07:00,300
LBSF,WIII,05:44+03:00,04:59+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LBSF,WIII,05:44+03:00,07:25+07:00,1,false|LBSF,RKSI,05:44+03:00,14:06+09:00,300|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,11:05+03:00,19:29+07:00,1,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,SEQM,20:48+09:00,20:23-05:00,300|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,11:05+03:00,20:11+07:00,1,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,SVMI,23:58+09:00,22:23-04:00,300|SVMI,WIII,23:04-04:00,20:11+07:00,340
LBSF,WIII,11:05+03:00,20:22+07:00,1,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,OMDB,22:26+09:00,00:48+04:00,340|OMDB,WIII,06:32+04:00,20:22+07:00,320
LBSF,WIII,11:05+03:00,03:27+07:00,2,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,OMDB,22:26+09:00,00:48+04:00,340|OMDB,WIII,13:37+04:00,03:27+07:00,320
LBSF,WIII,11:05+03:00,08:27+07:00,1,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,WIII,01:29+08:00,08:27+07:00,320
LBSF,WIII,11:05+03:00,17:01+07:00,1,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,WIII,10:03+08:00,17:01+07:00,320
LBSF,WIII,11:05+03:00,21:08+07:00,1,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,WIII,14:10+08:00,21:08+07:00,320
LBSF,WIII,11:05+03:00,05:25+07:00,2,false|LBSF,RKSI,11:05+03:00,20:27+09:00,320|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,23:31+03:00,19:29+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SEQM,17:14+09:00,17:49-05:00,320|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,23:31+03:00,19:29+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SEQM,20:48+09:00,20:23-05:00,300|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,23:31+03:00,11:26+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,WIII,14:19-04:00,11:26+07:00,340
LBSF,WIII,23:31+03:00,20:11+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,WIII,23:04-04:00,20:11+07:00,340
LBSF,WIII,23:31+03:00,11:26+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SVMI,13:28+09:00,12:53-04:00,300|SVMI,WIII,14:19-04:00,11:26+07:00,340
LBSF,WIII,23:31+03:00,20:11+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SVMI,13:28+09:00,12:53-04:00,300|SVMI,WIII,23:04-04:00,20:11+07:00,340
LBSF,WIII,23:31+03:00,20:11+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SVMI,23:58+09:00,22:23-04:00,300|SVMI,WIII,23:04-04:00,20:11+07:00,340
LBSF,WIII,23:31+03:00,04:04+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,WIII,11:50-03:00,04:04+07:00,300
LBSF,WIII,23:31+03:00,14:26+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,WIII,21:12-03:00,14:26+07:00,360
LBSF,WIII,23:31+03:00,14:26+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SBBR,20:11+09:00,20:49-03:00,300|SBBR,WIII,21:12-03:00,14:26+07:00,360
LBSF,WIII,23:31+03:00,12:45+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,WIII,15:42-04:00,12:45+07:00,340
LBSF,WIII,23:31+03:00,20:17+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,WIII,23:14-04:00,20:17+07:00,300
LBSF,WIII,23:31+03:00,20:17+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,SLLP,19:52+09:00,20:43-04:00,340|SLLP,WIII,23:14-04:00,20:17+07:00,300
LBSF,WIII,23:31+03:00,22:21+07:00,1,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,WIII,07:58+03:00,22:21+07:00,360
LBSF,WIII,23:31+03:00,05:35+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,WIII,14:12+03:00,05:35+07:00,320
LBSF,WIII,23:31+03:00,10:50+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,23:31+03:00,05:35+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,WIII,14:12+03:00,05:35+07:00,320
LBSF,WIII,23:31+03:00,10:50+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,23:31+03:00,04:59+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LBSF,WIII,23:31+03:00,07:25+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,23:31+03:00,13:12+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,OMDB,12:49+09:00,14:11+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,23:31+03:00,21:08+07:00,1,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,ZBAA,12:09+09:00,13:35+08:00,340|ZBAA,WIII,14:10+08:00,21:08+07:00,320
LBSF,WIII,23:31+03:00,05:25+07:00,2,false|LBSF,RKSI,23:31+03:00,08:53+09:00,320|RKSI,ZBAA,12:09+09:00,13:35+08:00,340|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,00:24+03:00,16:00+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,SEQM,15:02+07:00,17:21-05:00,360|SEQM,WIII,17:29-05:00,16:00+07:00,300
LBSF,WIII,00:24+03:00,19:29+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,SEQM,15:02+07:00,17:21-05:00,360|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,00:24+03:00,20:11+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,WIII,23:04-04:00,20:11+07:00,340
LBSF,WIII,00:24+03:00,14:26+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,WIII,21:12-03:00,14:26+07:00,360
LBSF,WIII,00:24+03:00,20:17+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,SLLP,13:23+07:00,15:54-04:00,300|SLLP,WIII,23:14-04:00,20:17+07:00,300
LBSF,WIII,00:24+03:00,20:17+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,SLLP,18:42+07:00,20:13-04:00,360|SLLP,WIII,23:14-04:00,20:17+07:00,300
LBSF,WIII,00:24+03:00,07:25+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,LDZA,14:34+07:00,15:06+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,00:24+03:00,13:12+07:00,1,false|LBSF,VTBS,00:24+03:00,10:45+07:00,340|VTBS,OMDB,12:40+07:00,17:49+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,11:06+03:00,18:31+07:00,1,false|LBSF,VTBS,11:06+03:00,21:27+07:00,340|VTBS,RJTT,21:58+07:00,04:04+09:00,360|RJTT,WIII,12:02+09:00,18:31+07:00,300
LBSF,WIII,11:06+03:00,00:48+07:00,2,false|LBSF,VTBS,11:06+03:00,21:27+07:00,340|VTBS,RJTT,21:58+07:00,04:04+09:00,360|RJTT,WIII,18:19+09:00,00:48+07:00,320
LBSF,WIII,19:12+03:00,05:35+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,UMMS,08:40+07:00,11:36+03:00,320|UMMS,WIII,14:12+03:00,05:35+07:00,320
LBSF,WIII,19:12+03:00,10:50+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,UMMS,08:40+07:00,11:36+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,19:12+03:00,04:59+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,LDZA,05:56+07:00,06:28+02:00,320|LDZA,WIII,14:09+02:00,04:59+07:00,360
LBSF,WIII,19:12+03:00,07:25+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,LDZA,05:56+07:00,06:28+02:00,320|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,19:12+03:00,04:59+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,LDZA,06:04+07:00,07:36+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LBSF,WIII,19:12+03:00,07:25+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,LDZA,06:04+07:00,07:36+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,19:12+03:00,07:25+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,LDZA,14:34+07:00,15:06+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,19:12+03:00,03:27+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,OMDB,07:50+07:00,12:59+04:00,300|OMDB,WIII,13:37+04:00,03:27+07:00,320
LBSF,WIII,19:12+03:00,13:12+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,OMDB,07:50+07:00,12:59+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,19:12+03:00,13:12+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,OMDB,12:40+07:00,17:49+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,19:12+03:00,00:48+07:00,2,false|LBSF,VTBS,19:12+03:00,05:33+07:00,320|VTBS,RJTT,10:48+07:00,17:54+09:00,340|RJTT,WIII,18:19+09:00,00:48+07:00,320
LBSF,WIII,06:25+03:00,17:01+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,WIII,10:03+08:00,17:01+07:00,320
LBSF,WIII,06:25+03:00,21:08+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,WIII,14:10+08:00,21:08+07:00,320
LBSF,WIII,06:25+03:00,05:25+07:00,2,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,06:25+03:00,17:01+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,WIII,10:03+08:00,17:01+07:00,320
LBSF,WIII,06:25+03:00,21:08+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,WIII,14:10+08:00,21:08+07:00,320
LBSF,WIII,06:25+03:00,05:25+07:00,2,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,06:25+03:00,18:31+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,WIII,12:02+09:00,18:31+07:00,300
LBSF,WIII,06:25+03:00,00:48+07:00,2,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,WIII,18:19+09:00,00:48+07:00,320
LBSF,WIII,06:25+03:00,13:44+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,WIII,09:44+08:00,13:44+07:00,340
LBSF,WIII,06:25+03:00,20:06+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,WIII,16:06+08:00,20:06+07:00,300
LBSF,WIII,06:25+03:00,02:25+07:00,2,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,WIII,22:25+08:00,02:25+07:00,340
LBSF,WIII,06:25+03:00,08:18+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,WIII,05:21+08:00,08:18+07:00,340
LBSF,WIII,06:25+03:00,14:19+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,WIII,11:22+08:00,14:19+07:00,360
LBSF,WIII,06:25+03:00,19:17+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,WIII,16:20+08:00,19:17+07:00,320
LBSF,WIII,06:25+03:00,14:19+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WSSS,21:10+04:00,09:06+08:00,320|WSSS,WIII,11:22+08:00,14:19+07:00,360
LBSF,WIII,06:25+03:00,19:17+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WSSS,21:10+04:00,09:06+08:00,320|WSSS,WIII,16:20+08:00,19:17+07:00,320
LBSF,WIII,06:25+03:00,13:12+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,06:25+03:00,15:50+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,RPLL,21:44+04:00,08:34+08:00,320|RPLL,WIII,10:42+08:00,15:50+07:00,320
LBSF,WIII,06:25+03:00,22:33+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,RPLL,21:44+04:00,08:34+08:00,320|RPLL,WIII,17:25+08:00,22:33+07:00,300
LBSF,WIII,06:25+03:00,23:38+07:00,1,false|LBSF,OMDB,06:25+03:00,13:48+04:00,340|OMDB,RPLL,21:44+04:00,08:34+08:00,320|RPLL,WIII,18:30+08:00,23:38+07:00,340
LBSF,WIII,11:13+03:00,18:29+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,03:06+03:00,18:29+07:00,360
LBSF,WIII,11:13+03:00,22:21+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,07:58+03:00,22:21+07:00,360
LBSF,WIII,11:13+03:00,05:35+07:00,2,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,14:12+03:00,05:35+07:00,320
LBSF,WIII,11:13+03:00,10:50+07:00,2,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,11:13+03:00,17:01+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,WIII,10:03+08:00,17:01+07:00,320
LBSF,WIII,11:13+03:00,21:08+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,WIII,14:10+08:00,21:08+07:00,320
LBSF,WIII,11:13+03:00,05:25+07:00,2,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,11:13+03:00,18:31+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,WIII,12:02+09:00,18:31+07:00,300
LBSF,WIII,11:13+03:00,00:48+07:00,2,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,WIII,18:19+09:00,00:48+07:00,320
LBSF,WIII,11:13+03:00,13:44+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,WIII,09:44+08:00,13:44+07:00,340
LBSF,WIII,11:13+03:00,20:06+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,WIII,16:06+08:00,20:06+07:00,300
LBSF,WIII,11:13+03:00,02:25+07:00,2,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,WIII,22:25+08:00,02:25+07:00,340
LBSF,WIII,11:13+03:00,14:19+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WSSS,21:10+04:00,09:06+08:00,320|WSSS,WIII,11:22+08:00,14:19+07:00,360
LBSF,WIII,11:13+03:00,19:17+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WSSS,21:10+04:00,09:06+08:00,320|WSSS,WIII,16:20+08:00,19:17+07:00,320
LBSF,WIII,11:13+03:00,13:12+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,11:13+03:00,15:50+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,RPLL,21:44+04:00,08:34+08:00,320|RPLL,WIII,10:42+08:00,15:50+07:00,320
LBSF,WIII,11:13+03:00,22:33+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,RPLL,21:44+04:00,08:34+08:00,320|RPLL,WIII,17:25+08:00,22:33+07:00,300
LBSF,WIII,11:13+03:00,23:38+07:00,1,false|LBSF,OMDB,11:13+03:00,18:36+04:00,300|OMDB,RPLL,21:44+04:00,08:34+08:00,320|RPLL,WIII,18:30+08:00,23:38+07:00,340
LBSF,WIII,18:16+03:00,05:35+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,UMMS,03:04+04:00,08:54+03:00,320|UMMS,WIII,14:12+03:00,05:35+07:00,320
LBSF,WIII,18:16+03:00,10:50+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,UMMS,03:04+04:00,08:54+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,18:16+03:00,05:35+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WIII,14:12+03:00,05:35+07:00,320
LBSF,WIII,18:16+03:00,10:50+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,18:16+03:00,10:50+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,18:16+03:00,04:59+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,LDZA,03:15+04:00,08:27+02:00,300|LDZA,WIII,14:09+02:00,04:59+07:00,360
LBSF,WIII,18:16+03:00,07:25+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,LDZA,03:15+04:00,08:27+02:00,300|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,18:16+03:00,05:25+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,18:16+03:00,05:25+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,ZBAA,09:27+04:00,20:59+08:00,340|ZBAA,WIII,22:27+08:00,05:25+07:00,340
LBSF,WIII,18:16+03:00,20:22+07:00,1,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,WIII,06:32+04:00,20:22+07:00,320
LBSF,WIII,18:16+03:00,03:27+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,WIII,13:37+04:00,03:27+07:00,320
LBSF,WIII,18:16+03:00,13:12+07:00,2,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,18:16+03:00,22:33+07:00,1,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,RPLL,06:13+04:00,17:03+08:00,360|RPLL,WIII,17:25+08:00,22:33+07:00,300
LBSF,WIII,18:16+03:00,23:38+07:00,1,false|LBSF,OMDB,18:16+03:00,01:39+04:00,340|OMDB,RPLL,06:13+04:00,17:03+08:00,360|RPLL,WIII,18:30+08:00,23:38+07:00,340
LBSF,WIII,06:35+03:00,19:29+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,SEQM,18:01+08:00,19:30-05:00,360|SEQM,WIII,20:58-05:00,19:29+07:00,360
LBSF,WIII,06:35+03:00,14:26+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,SBBR,17:58+08:00,18:44-03:00,360|SBBR,WIII,21:12-03:00,14:26+07:00,360
LBSF,WIII,06:35+03:00,10:50+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,UMMS,15:18+08:00,14:44+03:00,360|UMMS,WIII,19:27+03:00,10:50+07:00,340
LBSF,WIII,06:35+03:00,07:25+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,LDZA,21:21+08:00,17:13+02:00,360|LDZA,WIII,17:35+02:00,07:25+07:00,300
LBSF,WIII,06:35+03:00,13:12+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,OMDB,17:13+08:00,20:45+04:00,300|OMDB,WIII,23:22+04:00,13:12+07:00,300
LBSF,WIII,06:35+03:00,13:44+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WMKK,22:35+08:00,05:54+08:00,300|WMKK,WIII,09:44+08:00,13:44+07:00,340
LBSF,WIII,06:35+03:00,20:06+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WMKK,22:35+08:00,05:54+08:00,300|WMKK,WIII,16:06+08:00,20:06+07:00,300
LBSF,WIII,06:35+03:00,02:25+07:00,2,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WMKK,22:35+08:00,05:54+08:00,300|WMKK,WIII,22:25+08:00,02:25+07:00,340
LBSF,WIII,06:35+03:00,08:18+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WSSS,18:13+08:00,01:40+08:00,320|WSSS,WIII,05:21+08:00,08:18+07:00,340
LBSF,WIII,06:35+03:00,14:19+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WSSS,18:13+08:00,01:40+08:00,320|WSSS,WIII,11:22+08:00,14:19+07:00,360
LBSF,WIII,06:35+03:00,19:17+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WSSS,18:13+08:00,01:40+08:00,320|WSSS,WIII,16:20+08:00,19:17+07:00,320
LBSF,WIII,06:35+03:00,05:25+07:00,1,false|LBSF,ZBAA,06:35+03:00,14:52+08:00,300|ZBAA,WIII,22:27+08:00,05:25+07:00,340
