LDZA,SKBO,06:29+02:00,21:42-05:00,0,false|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,VTBS,15:52+02:00,06:54+07:00,2,false|1351,LDZA,RKSI,15:52+02:00,01:03+09:00,340|1479,RKSI,OMDB,12:49+09:00,14:11+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,15:52+02:00,21:42+07:00,1,false|1351,LDZA,RKSI,15:52+02:00,01:03+09:00,340|1483,RKSI,ZBAA,04:24+09:00,05:50+08:00,320|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,15:52+02:00,21:42+07:00,1,false|1351,LDZA,RKSI,15:52+02:00,01:03+09:00,340|1485,RKSI,ZBAA,06:23+09:00,07:49+08:00,360|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,15:52+02:00,21:42+07:00,1,false|1351,LDZA,RKSI,15:52+02:00,01:03+09:00,340|1487,RKSI,ZBAA,12:09+09:00,13:35+08:00,340|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,20:59+02:00,08:37+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|346,RKSI,SVMI,09:02+09:00,08:27-04:00,300|353,SVMI,VTBS,09:14-04:00,08:37+07:00,340
LDZA,VTBS,20:59+02:00,19:32+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|346,RKSI,SVMI,09:02+09:00,08:27-04:00,300|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,20:59+02:00,19:32+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|348,RKSI,SVMI,13:28+09:00,12:53-04:00,300|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,20:59+02:00,09:40+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|490,RKSI,SBBR,10:28+09:00,10:06-03:00,360|495,SBBR,VTBS,13:52-03:00,09:40+07:00,360
LDZA,VTBS,20:59+02:00,17:25+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|490,RKSI,SBBR,10:28+09:00,10:06-03:00,360|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,20:59+02:00,17:25+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,20:59+02:00,00:07+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|944,RKSI,LATI,08:46+09:00,03:42+02:00,320|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,20:59+02:00,08:21+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|944,RKSI,LATI,08:46+09:00,03:42+02:00,320|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,20:59+02:00,08:21+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|946,RKSI,LATI,21:00+09:00,16:56+02:00,340|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,20:59+02:00,04:58+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1148,RKSI,UMMS,09:43+09:00,07:26+03:00,320|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,20:59+02:00,10:53+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1148,RKSI,UMMS,09:43+09:00,07:26+03:00,320|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,20:59+02:00,04:58+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1150,RKSI,UMMS,12:13+09:00,10:56+03:00,340|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,20:59+02:00,10:53+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1150,RKSI,UMMS,12:13+09:00,10:56+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,20:59+02:00,10:53+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1152,RKSI,UMMS,22:15+09:00,20:58+03:00,300|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,20:59+02:00,21:27+07:00,1,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1240,RKSI,LBSF,10:31+09:00,07:53+03:00,320|1245,LBSF,VTBS,11:06+03:00,21:27+07:00,340
LDZA,VTBS,20:59+02:00,05:33+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1240,RKSI,LBSF,10:31+09:00,07:53+03:00,320|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,20:59+02:00,05:33+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1242,RKSI,LBSF,19:00+09:00,16:22+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,20:59+02:00,03:00+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1428,RKSI,EKCH,07:51+09:00,04:22+02:00,360|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320
LDZA,VTBS,20:59+02:00,04:26+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1428,RKSI,EKCH,07:51+09:00,04:22+02:00,360|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300
LDZA,VTBS,20:59+02:00,03:00+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1430,RKSI,EKCH,17:19+09:00,14:50+02:00,300|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320
LDZA,VTBS,20:59+02:00,04:26+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1430,RKSI,EKCH,17:19+09:00,14:50+02:00,300|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300
LDZA,VTBS,20:59+02:00,04:57+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1440,RKSI,VIDP,09:43+09:00,14:20+05:00,340|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320
LDZA,VTBS,20:59+02:00,14:16+07:00,1,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1469,RKSI,VTBS,11:54+09:00,14:16+07:00,320
LDZA,VTBS,20:59+02:00,18:40+07:00,1,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1471,RKSI,VTBS,15:18+09:00,18:40+07:00,360
LDZA,VTBS,20:59+02:00,22:06+07:00,1,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1473,RKSI,VTBS,19:44+09:00,22:06+07:00,360
LDZA,VTBS,20:59+02:00,04:07+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1477,RKSI,OMDB,07:55+09:00,09:17+04:00,300|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,20:59+02:00,06:54+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1477,RKSI,OMDB,07:55+09:00,09:17+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,20:59+02:00,04:07+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1479,RKSI,OMDB,12:49+09:00,14:11+04:00,300|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,20:59+02:00,06:54+07:00,2,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1479,RKSI,OMDB,12:49+09:00,14:11+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,20:59+02:00,21:42+07:00,1,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1485,RKSI,ZBAA,06:23+09:00,07:49+08:00,360|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,20:59+02:00,21:42+07:00,1,false|1353,LDZA,RKSI,20:59+02:00,06:10+09:00,320|1487,RKSI,ZBAA,12:09+09:00,13:35+08:00,340|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,02:46+02:00,13:18+07:00,0,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360
LDZA,VTBS,06:45+02:00,17:17+07:00,0,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360
LDZA,VTBS,13:30+02:00,00:02+07:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360
LDZA,VTBS,20:51+02:00,07:23+07:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360
LDZA,VTBS,03:16+02:00,08:21+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|956,OMDB,LATI,14:52+04:00,18:36+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,03:16+02:00,10:53+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1166,OMDB,UMMS,13:46+04:00,18:36+03:00,320|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,03:16+02:00,14:16+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1469,RKSI,VTBS,11:54+09:00,14:16+07:00,320
LDZA,VTBS,03:16+02:00,18:40+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1471,RKSI,VTBS,15:18+09:00,18:40+07:00,360
LDZA,VTBS,03:16+02:00,22:06+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|1473,RKSI,VTBS,19:44+09:00,22:06+07:00,360
LDZA,VTBS,03:16+02:00,14:16+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1469,RKSI,VTBS,11:54+09:00,14:16+07:00,320
LDZA,VTBS,03:16+02:00,18:40+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1471,RKSI,VTBS,15:18+09:00,18:40+07:00,360
LDZA,VTBS,03:16+02:00,22:06+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1473,RKSI,VTBS,19:44+09:00,22:06+07:00,360
LDZA,VTBS,03:16+02:00,04:07+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,03:16+02:00,06:54+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,03:16+02:00,16:30+07:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,03:16+02:00,00:04+07:00,2,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,08:52+02:00,14:16+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1469,RKSI,VTBS,11:54+09:00,14:16+07:00,320
LDZA,VTBS,08:52+02:00,18:40+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1471,RKSI,VTBS,15:18+09:00,18:40+07:00,360
LDZA,VTBS,08:52+02:00,22:06+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|1473,RKSI,VTBS,19:44+09:00,22:06+07:00,360
LDZA,VTBS,08:52+02:00,04:07+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,08:52+02:00,06:54+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,08:52+02:00,21:42+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1517,OMDB,ZBAA,19:19+04:00,06:51+08:00,300|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,08:52+02:00,16:30+07:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,08:52+02:00,00:04+07:00,2,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,22:35+02:00,19:32+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|358,OMDB,SVMI,08:34+04:00,17:20-04:00,320|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,22:35+02:00,17:25+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|502,OMDB,SBBR,11:53+04:00,20:50-03:00,340|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,22:35+02:00,08:21+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|956,OMDB,LATI,14:52+04:00,18:36+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,22:35+02:00,10:53+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1166,OMDB,UMMS,13:46+04:00,18:36+03:00,320|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,22:35+02:00,05:33+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1252,OMDB,LBSF,11:12+04:00,16:35+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,22:35+02:00,04:07+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,22:35+02:00,06:54+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,22:35+02:00,16:30+07:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,02:04+02:00,19:32+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,02:04+02:00,17:25+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,02:04+02:00,00:07+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,02:04+02:00,08:21+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,02:04+02:00,04:58+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,02:04+02:00,10:53+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,02:04+02:00,10:53+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1174,ZBAA,UMMS,21:01+08:00,20:27+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,02:04+02:00,05:33+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,02:04+02:00,21:42+07:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,02:04+02:00,00:04+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1545,ZBAA,RJTT,11:48+08:00,14:32+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,02:04+02:00,00:04+07:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1547,ZBAA,RJTT,16:55+08:00,19:39+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,10:54+02:00,10:53+07:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1174,ZBAA,UMMS,21:01+08:00,20:27+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,10:54+02:00,13:08+07:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1492,OMDB,VTBS,02:59+04:00,13:08+07:00,360
LDZA,VTBS,10:54+02:00,18:28+07:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1494,OMDB,VTBS,07:19+04:00,18:28+07:00,360
LDZA,VTBS,10:54+02:00,04:07+07:00,2,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,10:54+02:00,06:54+07:00,2,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,12:45+02:00,10:53+07:00,1,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1174,ZBAA,UMMS,21:01+08:00,20:27+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,12:45+02:00,20:37+07:00,1,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|1445,VIDP,VTBS,08:42+05:00,20:37+07:00,360
LDZA,VTBS,12:45+02:00,04:57+07:00,2,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320
LDZA,VTBS,12:45+02:00,13:08+07:00,1,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1492,OMDB,VTBS,02:59+04:00,13:08+07:00,360
LDZA,VTBS,12:45+02:00,18:28+07:00,1,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1494,OMDB,VTBS,07:19+04:00,18:28+07:00,360
LDZA,VTBS,12:45+02:00,04:07+07:00,2,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,12:45+02:00,06:54+07:00,2,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,21:38+02:00,08:37+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|364,ZBAA,SVMI,07:18+08:00,07:36-04:00,300|353,SVMI,VTBS,09:14-04:00,08:37+07:00,340
LDZA,VTBS,21:38+02:00,19:32+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|364,ZBAA,SVMI,07:18+08:00,07:36-04:00,300|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,21:38+02:00,19:32+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,21:38+02:00,09:40+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|508,ZBAA,SBBR,07:12+08:00,08:58-03:00,360|495,SBBR,VTBS,13:52-03:00,09:40+07:00,360
LDZA,VTBS,21:38+02:00,17:25+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|508,ZBAA,SBBR,07:12+08:00,08:58-03:00,360|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,21:38+02:00,09:40+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|510,ZBAA,SBBR,10:01+08:00,11:47-03:00,360|495,SBBR,VTBS,13:52-03:00,09:40+07:00,360
LDZA,VTBS,21:38+02:00,17:25+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|510,ZBAA,SBBR,10:01+08:00,11:47-03:00,360|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,21:38+02:00,17:25+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,21:38+02:00,00:07+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,21:38+02:00,08:21+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,21:38+02:00,04:58+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,21:38+02:00,10:53+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,21:38+02:00,10:53+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1174,ZBAA,UMMS,21:01+08:00,20:27+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,21:38+02:00,21:27+07:00,1,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1258,ZBAA,LBSF,10:02+08:00,08:19+03:00,300|1245,LBSF,VTBS,11:06+03:00,21:27+07:00,340
LDZA,VTBS,21:38+02:00,05:33+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1258,ZBAA,LBSF,10:02+08:00,08:19+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,21:38+02:00,05:33+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,21:38+02:00,18:40+07:00,1,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1486,ZBAA,RKSI,08:25+08:00,11:51+09:00,340|1471,RKSI,VTBS,15:18+09:00,18:40+07:00,360
LDZA,VTBS,21:38+02:00,22:06+07:00,1,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1486,ZBAA,RKSI,08:25+08:00,11:51+09:00,340|1473,RKSI,VTBS,19:44+09:00,22:06+07:00,360
LDZA,VTBS,21:38+02:00,21:42+07:00,1,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,21:38+02:00,04:07+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,21:38+02:00,06:54+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,21:38+02:00,00:04+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1545,ZBAA,RJTT,11:48+08:00,14:32+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,21:38+02:00,00:04+07:00,2,false|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1547,ZBAA,RJTT,16:55+08:00,19:39+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,05:08+02:00,00:07+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|964,RJTT,LATI,15:47+09:00,11:51+02:00,320|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,05:08+02:00,08:21+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|964,RJTT,LATI,15:47+09:00,11:51+02:00,320|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,05:08+02:00,08:21+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|966,RJTT,LATI,17:33+09:00,13:37+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,05:08+02:00,04:58+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|1180,RJTT,UMMS,16:10+09:00,14:05+03:00,320|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
